,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal/கத்தரிக்காய், 1, 28,2013-11-28
1,Tomotto ottu/தக்காளி ஒட்டு, 1, 30,2013-11-28
2,LadyFinger/வெண்டைக்காய், 1, 18,2013-11-28
3,SnakeGuard/புடலங்காய், 1, 16,2013-11-28
4,BitterGourd/பாகற்காய், 1, 26,2013-11-28
5,Bottlegourd/சுரைக்காய், 1, 10,2013-11-28
6,Pumpkin/பூசணிக்காய், 1, 14,2013-11-28
7,Bean/அவரை, 1, 34,2013-11-28
8,ClusterBeans/கொத்தவரை, 1, 16,2013-11-28
9,Red Chillies/குண்டு மிளகாய், 1, 30,2013-11-28
10,Onion/வெங்காயம், 1, 60,2013-11-28
11,Pallari/பல்லாரி, 1, 40,2013-11-28
12,Ginger/இஞ்சி, 1, 90,2013-11-28
13,Potato/உருளைக்கிழங்கு, 1, 26,2013-11-28
14,Radish/முள்ளங்கி, 1, 16,2013-11-28
15,Mango/மாங்காய், 1, 40,2013-11-28
16,Cabbage/முட்டைக்கோஸ், 1, 20,2013-11-28
17,Carrot/கேரட், 1, 32,2013-11-28
18,Beetroot/பீட்ரூட், 1, 22,2013-11-28
19,Soybeans/சோயாபீன்ஸ், 1, 70,2013-11-28
20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 34,2013-11-28
21,butterbeans/பட்டர்பீன்ஸ், 1, 80,2013-11-28
22,Banana nut/வாழைக்காய், 1 piece, 03,2013-11-28
23,Banana stem/வாழைத்தண்டு, 1, 08,2013-11-28
24,BananaFlower/வாழைப்பூ, 1, 06,2013-11-28
25,Curry leaves/கருவேப்பிலை, 1, 20,2013-11-28
26,Coriander leaves/மல்லி இலை, 1, 30,2013-11-28
27,Mint/புதினா, 1, 30,2013-11-28
28,GreensLeaves/கீரைக்கட்டு, 1, 07,2013-11-28
29,Garlic/பூண்டு, 1, 80 to 120,2013-11-28
30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2013-11-28
31,Papaya/ பப்பாளிப்பழம், 1, 20,2013-11-28
32,SavSav/ சவ்சவ், 1, 22,2013-11-28
