,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal/கத்தரிக்காய்,1, 36,2013-9-27
1,Tomotto ottu/தக்காளி ஒட்டு,1, 14,2013-9-27
2,LadyFinger/வெண்டைக்காய்,1, 16,2013-9-27
3,SnakeGuard/புடலங்காய்,1, 18,2013-9-27
4,BitterGourd/பாகற்காய்,1, 28,2013-9-27
5,Bottlegourd/சுரைக்காய்,1, 8,2013-9-27
6,Pumpkin/பூசணிக்காய்,1, 12,2013-9-27
7,Bean/அவரை,1, 36,2013-9-27
8,ClusterBeans/கொத்தவரை,1, 14,2013-9-27
9,Red Chillies/குண்டு மிளகாய்,1, 38,2013-9-27
10,Onion/வெங்காயம்,1, 55,2013-9-27
11,Pallari/பல்லாரி,1, 50,2013-9-27
12,Ginger/இஞ்சி,1, 100,2013-9-27
13,Potato/உருளைக்கிழங்கு,1, 20,2013-9-27
14,Radish/முள்ளங்கி,1, 16,2013-9-27
15,Mango/மாங்காய்,1, 68,2013-9-27
16,Cabbage/முட்டைக்கோஸ்,1, 24,2013-9-27
17,Carrot/கேரட்,1, 32,2013-9-27
18,Beetroot/பீட்ரூட்,1, 24,2013-9-27
19,Soybeans/சோயாபீன்ஸ்,1, 74,2013-9-27
20,Drumstickbeans/முருங்கைபீன்ஸ்,1, 48,2013-9-27
21,butterbeans/பட்டர்பீன்ஸ்,1, 74,2013-9-27
22,Banana nut/வாழைக்காய்,1, 03,2013-9-27
23,Banana stem/வாழைத்தண்டு,1, 07,2013-9-27
24,BananaFlower/வாழைப்பூ,1, 07,2013-9-27
25,Curry leaves/கருவேப்பிலை,1, 20,2013-9-27
26,Coriander leaves/மல்லி இலை,1, 30,2013-9-27
27,Mint/புதினா,1, 30,2013-9-27
28,GreensLeaves/கீரைக்கட்டு,1, 08,2013-9-27
29,Garlic/பூண்டு,1, 80 to 120,2013-9-27
30,ButtonMushrooms/ பட்டன்காளான்,1, 188,2013-9-27
31,Papaya/ பப்பாளிப்பழம்,1, 20,2013-9-27
32,SavSav/ சவ்சவ்,1, 24,2013-9-27
