,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal/கத்தரிக்காய்,1, 42,2013-9-20
1,Tomotto ottu/தக்காளி ஒட்டு,1, 18,2013-9-20
2,LadyFinger/வெண்டைக்காய்,1, 16,2013-9-20
3,SnakeGuard/புடலங்காய்,1, 18,2013-9-20
4,BitterGourd/பாகற்காய்,1, 34,2013-9-20
5,Bottlegourd/சுரைக்காய்,1, 12,2013-9-20
6,Pumpkin/பூசணிக்காய்,1, 14,2013-9-20
7,Bean/அவரை,1, 50,2013-9-20
8,ClusterBeans/கொத்தவரை,1, 24,2013-9-20
9,Red Chillies/குண்டு மிளகாய்,1, 50,2013-9-20
10,Onion/வெங்காயம்,1, 55,2013-9-20
11,Pallari/பல்லாரி,1, 50,2013-9-20
12,Ginger/இஞ்சி,1, 100,2013-9-20
13,Potato/உருளைக்கிழங்கு,1, 24,2013-9-20
14,Radish/முள்ளங்கி,1, 16,2013-9-20
15,Mango/மாங்காய்,1, 60,2013-9-20
16,Cabbage/முட்டைக்கோஸ்,1, 26,2013-9-20
17,Carrot/கேரட்,1, 34,2013-9-20
18,Beetroot/பீட்ரூட்,1, 26,2013-9-20
19,Soybeans/சோயாபீன்ஸ்,1, 70,2013-9-20
20,Drumstickbeans/முருங்கைபீன்ஸ்,1, 44,2013-9-20
21,butterbeans/பட்டர்பீன்ஸ்,1, 80,2013-9-20
22,Banana nut/வாழைக்காய்,1, 02,2013-9-20
23,Banana stem/வாழைத்தண்டு,1, 06,2013-9-20
24,BananaFlower/வாழைப்பூ,1, 05,2013-9-20
25,Curry leaves/கருவேப்பிலை,1, 20,2013-9-20
26,Coriander leaves/மல்லி இலை,1, 40,2013-9-20
27,Mint/புதினா,1, 30,2013-9-20
28,GreensLeaves/கீரைக்கட்டு,1, 07,2013-9-20
29,Garlic/பூண்டு,1, 40 to 120,2013-9-20
30,ButtonMushrooms/ பட்டன்காளான்,1, 180,2013-9-20
31,Papaya/ பப்பாளிப்பழம்,1, 26,2013-9-20
32,SavSav/ சவ்சவ்,1, 30,2013-9-20
