,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal/கத்தரிக்காய், 1, 30,2013-12-18
1,Tomotto ottu/தக்காளி ஒட்டு, 1, 20,2013-12-18
2,LadyFinger/வெண்டைக்காய், 1, 20,2013-12-18
3,SnakeGuard/புடலங்காய், 1, 20,2013-12-18
4,BitterGourd/பாகற்காய், 1, 28,2013-12-18
5,Bottlegourd/சுரைக்காய், 1, 12,2013-12-18
6,Pumpkin/பூசணிக்காய், 1, 20,2013-12-18
7,Bean/அவரை, 1, 40,2013-12-18
8,ClusterBeans/கொத்தவரை, 1, 24,2013-12-18
9,Red Chillies/குண்டு மிளகாய், 1, 30,2013-12-18
10,Onion/வெங்காயம், 1, 40,2013-12-18
11,Pallari/பல்லாரி, 1, 35,2013-12-18
12,Ginger/இஞ்சி, 1, 90,2013-12-18
13,Potato/உருளைக்கிழங்கு, 1, 34,2013-12-18
14,Radish/முள்ளங்கி, 1, 16,2013-12-18
15,Mango/மாங்காய், 1, 40,2013-12-18
16,Cabbage/முட்டைக்கோஸ், 1, 20,2013-12-18
17,Carrot/கேரட், 1, 30,2013-12-18
18,Beetroot/பீட்ரூட், 1, 22,2013-12-18
19,Soybeans/சோயாபீன்ஸ், 1, 80,2013-12-18
20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 38,2013-12-18
21,butterbeans/பட்டர்பீன்ஸ், 1, 85,2013-12-18
22,Banana nut/வாழைக்காய், 1 piece, 04,2013-12-18
23,Banana stem/வாழைத்தண்டு, 1, 10,2013-12-18
24,BananaFlower/வாழைப்பூ, 1, 10,2013-12-18
25,Curry leaves/கருவேப்பிலை, 1, 20,2013-12-18
26,Coriander leaves/மல்லி இலை, 1, 30,2013-12-18
27,Mint/புதினா, 1, 30,2013-12-18
28,GreensLeaves/கீரைக்கட்டு, 1, 10,2013-12-18
29,Garlic/பூண்டு, 1, 80 to 180,2013-12-18
30,ButtonMushrooms/ பட்டன்காளான், 1, 205,2013-12-18
31,Papaya/ பப்பாளிப்பழம், 1, 24,2013-12-18
32,SavSav/ சவ்சவ், 1, 24,2013-12-18
