,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal/கத்தரிக்காய், 1, 30,2013-1-21
1,Tomotto ottu/தக்காளி ஒட்டு, 1, 30,2013-1-21
2,LadyFinger/வெண்டைக்காய், 1, 16,2013-1-21
3,SnakeGuard/புடலங்காய், 1, 14,2013-1-21
4,BitterGourd/பாகற்காய், 1, 32,2013-1-21
5,Bottlegourd/சுரைக்காய், 1, 12,2013-1-21
6,Pumpkin/பூசணிக்காய், 1, 14,2013-1-21
7,Bean/அவரை, 1, 48,2013-1-21
8,ClusterBeans/கொத்தவரை, 1, 16,2013-1-21
9,Red Chillies/குண்டு மிளகாய், 1, 30,2013-1-21
10,Onion/வெங்காயம், 1, 70,2013-1-21
11,Pallari/பல்லாரி, 1, 65,2013-1-21
12,Ginger/இஞ்சி, 1, 80,2013-1-21
13,Potato/உருளைக்கிழங்கு, 1, 30,2013-1-21
14,Radish/முள்ளங்கி, 1, 18,2013-1-21
15,Mango/மாங்காய், 1, 60,2013-1-21
16,Cabbage/முட்டைக்கோஸ், 1, 14,2013-1-21
17,Carrot/கேரட், 1, 34,2013-1-21
18,Beetroot/பீட்ரூட், 1, 20,2013-1-21
19,Soybeans/சோயாபீன்ஸ், 1, 65,2013-1-21
20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 40,2013-1-21
21,butterbeans/பட்டர்பீன்ஸ், 1, 75,2013-1-21
22,Banana nut/வாழைக்காய், 1 piece, 03,2013-1-21
23,Banana stem/வாழைத்தண்டு, 1, 7,2013-1-21
24,BananaFlower/வாழைப்பூ, 1, 7,2013-1-21
25,Curry leaves/கருவேப்பிலை, 1, 25,2013-1-21
26,Coriander leaves/மல்லி இலை, 1, 30,2013-1-21
27,Mint/புதினா, 1, 25,2013-1-21
28,GreensLeaves/கீரைக்கட்டு, 1, 8,2013-1-21
29,Garlic/பூண்டு, 1, 100 to 120,2013-1-21
30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2013-1-21
31,Papaya/ பப்பாளிப்பழம், 1, 20,2013-1-21
32,SavSav/ சவ்சவ், 1, 26,2013-1-21
