Commodity, Weight in Kg, Price in Rs
Avarai Belt, 1, 20
Avarai Kolee, 1, 20
Avarai ottu, 1, –
Beans, 1, 15
Beetroot, 1, 5
Bellary, 1, 50
C Flower, 1 Flower, 8
C Vengayam, 1, 20
Chaw Chaw, 1, 15
Kaththari Disco, 1, 30
Kaththari Green, 1, 30
Kothavarai, 1, 8
Milagai Samba, 1, 15
Milagai urundai, 1, 20
Mullaingi, 1, 5
Murungai chedi, 1, 8
Murungai Maram, 1, 5
Nelli, 1, 25
Pavarkai, 1, 6
Perkangkai, 1, 6
Pudalai, 1, 8
Red Pusanikkai, 1, 5
Sambar Vellari, 1, 5
Suraikai, 1, 5
Thakkali, 1, 5
Thatta payaru, 1, 12
Vendai, 1, 4
Lemon, 1, 30
