Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 25
Beans Kolee / Avarai Kolee, 1, 22
Avarai ottu, 1, –
Beans, 1, 22
Beetroot, 1, 8
Bellary / Big Onion, 1, 40
Cauliflower, 1 Flower, 13
Small Onion / Chinna Vengayam, 1, 50
Chaw Chaw, 1, 12
Disco Brinjal / Kaththari kai Disco, 1, 12
Green Brinjal / Kaththari Kai Pachai, 1, 12
Cluster Beans / Kothavarai, 1, 18
Samba Chilli / Milagai Samba, 1, 20
Round Chilli / Milagai Urundai, 1, 25
Radish / Mullangi, 1, 6
Drumstick / Murungai Chedi, 1, 100
Drumstick / Murungai Maram, 1, 100
Nelli Kai, 1, 30
Bitter Gourd / Pakar kai, 1, 10
Perkangkai, 1, 10
Snake Guard / Pudalai, 1, 6
Red Pumpkin / Red Pusanikkai, 1, 6
Sambar Vellari, 1, 7
Bottle gourd / Suraikai, 1, 4
Tomato / Thakkali, 1, 50
Thatta payaru, 1, 20
Lady’s Finger / Venda Kai, 1, 20
Lemon / Elumbichai, 1, 70
