,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 35,2015-12-29
1,Beans Kolee / Avarai Kolee, 1, 30,2015-12-29
2,Avarai ottu, 1, –,2015-12-29
3,Beans, 1, 50,2015-12-29
4,Beetroot, 1, 7,2015-12-29
5,Bellary / Big Onion, 1, 40,2015-12-29
6,Cauliflower, 1 Flower, 15,2015-12-29
7,Small Onion / Chinna Vengayam, 1, 63,2015-12-29
8,Chaw Chaw, 1, 18,2015-12-29
9,Disco Brinjal / Kaththari kai Disco, 1, 30,2015-12-29
10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2015-12-29
11,Cluster Beans / Kothavarai, 1, 18,2015-12-29
12,Samba Chilli / Milagai Samba, 1, 30,2015-12-29
13,Round Chilli / Milagai Urundai, 1, 35,2015-12-29
14,Radish / Mullangi, 1, 8,2015-12-29
15,Drumstick / Murungai Chedi, 1, 50,2015-12-29
16,Drumstick / Murungai Maram, 1, 50,2015-12-29
17,Nelli Kai, 1, 28,2015-12-29
18,Bitter Gourd / Pakar kai, 1, –,2015-12-29
19,Perkangkai, 1, 20,2015-12-29
20,Snake Guard / Pudalai, 1, 15,2015-12-29
21,Red Pumpkin / Red Pusanikkai, 1, 5,2015-12-29
22,Sambar Vellari, 1, 10,2015-12-29
23,Bottle gourd / Suraikai, 1, 7,2015-12-29
24,Tomato / Thakkali, 1, 25,2015-12-29
25,Thatta payaru, 1, 30,2015-12-29
26,Lady’s Finger / Venda Kai, 1, 18,2015-12-29
27,Lemon / Elumbichai, 1, 85,2015-12-29
