Commodity, Weight in Kg, Price in Rs
Avarai Belt, 1, 29
Avarai Kolee, 1, 27
Avarai ottu, 1, –
Beans, 1, 20
Beetroot, 1, 4
Bellary, 1, 20
C Flower, 1 Flower, 8
C Vengayam, 1, 19
Chaw Chaw, 1, 18
Kaththari Disco, 1, 6
Kaththari Green, 1, 16
Kothavarai, 1, 17
Milagai Samba, 1, 12
Milagai urundai, 1, 10
Mullaingi, 1, 6
Murungai chedi, 1, 10
Murungai Maram, 1, 10
Nelli, 1, 27
Pavarkai, 1, 10
Perkangkai, 1, 8
Pudalai, 1, 7
Red Pusanikkai, 1, 4
Sambar Vellari, 1, 5
Suraikai, 1, 4
Thakkali, 1, 15
Thatta payaru, 1, 12
Vendai, 1, 6
