,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 25,2015- 3-8
1,Avarai Kolee, 1, 12,2015- 3-8
2,Avarai ottu, 1, –,2015- 3-8
3,Beans, 1, 12,2015- 3-8
4,Beetroot, 1, 3,2015- 3-8
5,Bellary, 1, 20,2015- 3-8
6,C Flower, 1 Flower, 10,2015- 3-8
7,C Vengayam, 1, 19,2015- 3-8
8,Chaw Chaw, 1, 20,2015- 3-8
9,Kaththari Disco, 1, 4,2015- 3-8
10,Kaththari Green, 1, 5,2015- 3-8
11,Kothavarai, 1, 20,2015- 3-8
12,Milagai Samba, 1, 11,2015- 3-8
13,Milagai urundai, 1, 10,2015- 3-8
14,Mullaingi, 1, 8,2015- 3-8
15,Murungai chedi, 1, 35,2015- 3-8
16,Murungai Maram, 1, 35,2015- 3-8
17,Nelli, 1, 18,2015- 3-8
18,Pavarkai, 1, 10,2015- 3-8
19,Perkangkai, 1, 8,2015- 3-8
20,Pudalai, 1, 2,2015- 3-8
21,Red Pusanikkai, 1, 4,2015- 3-8
22,Sambar Vellari, 1, 5,2015- 3-8
23,Suraikai, 1, 2,2015- 3-8
24,Thakkali, 1, 5,2015- 3-8
25,Thatta payaru, 1, 13,2015- 3-8
26,Vendai, 1, 8,2015- 3-8
