Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 35
Beans Kolee / Avarai Kolee, 1, 30
Avarai ottu, 1, –
Beans, 1, 50
Beetroot, 1, 7
Bellary / Big Onion, 1, 40
Cauliflower, 1 Flower, 15
Small Onion / Chinna Vengayam, 1, 63
Chaw Chaw, 1, 18
Disco Brinjal / Kaththari kai Disco, 1, 30
Green Brinjal / Kaththari Kai Pachai, 1, 35
Cluster Beans / Kothavarai, 1, 18
Samba Chilli / Milagai Samba, 1, 30
Round Chilli / Milagai Urundai, 1, 35
Radish / Mullangi, 1, 8
Drumstick / Murungai Chedi, 1, 50
Drumstick / Murungai Maram, 1, 50
Nelli Kai, 1, 28
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 20
Snake Guard / Pudalai, 1, 15
Red Pumpkin / Red Pusanikkai, 1, 5
Sambar Vellari, 1, 10
Bottle gourd / Suraikai, 1, 7
Tomato / Thakkali, 1, 25
Thatta payaru, 1, 30
Lady’s Finger / Venda Kai, 1, 18
Lemon / Elumbichai, 1, 85
