,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 25,2015- 3-6
1,Avarai Kolee, 1, 12,2015- 3-6
2,Avarai ottu, 1, –,2015- 3-6
3,Beans, 1, 12,2015- 3-6
4,Beetroot, 1, 3,2015- 3-6
5,Bellary, 1, 22,2015- 3-6
6,C Flower, 1 Flower, 10,2015- 3-6
7,C Vengayam, 1, 25,2015- 3-6
8,Chaw Chaw, 1, 20,2015- 3-6
9,Kaththari Disco, 1, 4,2015- 3-6
10,Kaththari Green, 1, 5,2015- 3-6
11,Kothavarai, 1, 20,2015- 3-6
12,Milagai Samba, 1, 11,2015- 3-6
13,Milagai urundai, 1, 10,2015- 3-6
14,Mullaingi, 1, 8,2015- 3-6
15,Murungai chedi, 1, 33,2015- 3-6
16,Murungai Maram, 1, 30,2015- 3-6
17,Nelli, 1, 18,2015- 3-6
18,Pavarkai, 1, 10,2015- 3-6
19,Perkangkai, 1, 8,2015- 3-6
20,Pudalai, 1, 2,2015- 3-6
21,Red Pusanikkai, 1, 4,2015- 3-6
22,Sambar Vellari, 1, 5,2015- 3-6
23,Suraikai, 1, 2,2015- 3-6
24,Thakkali, 1, 5,2015- 3-6
25,Thatta payaru, 1, 13,2015- 3-6
26,Vendai, 1, 8,2015- 3-6
