,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 30,2015-12-31
1,Beans Kolee / Avarai Kolee, 1, 30,2015-12-31
2,Avarai ottu, 1, –,2015-12-31
3,Beans, 1, 50,2015-12-31
4,Beetroot, 1, 8,2015-12-31
5,Bellary / Big Onion, 1, 40,2015-12-31
6,Cauliflower, 1 Flower, 15,2015-12-31
7,Small Onion / Chinna Vengayam, 1, 40,2015-12-31
8,Chaw Chaw, 1, 20,2015-12-31
9,Disco Brinjal / Kaththari kai Disco, 1, 30,2015-12-31
10,Green Brinjal / Kaththari Kai Pachai, 1, 30,2015-12-31
11,Cluster Beans / Kothavarai, 1, 20,2015-12-31
12,Samba Chilli / Milagai Samba, 1, 20,2015-12-31
13,Round Chilli / Milagai Urundai, 1, 20,2015-12-31
14,Radish / Mullangi, 1, 8,2015-12-31
15,Drumstick / Murungai Chedi, 1, 70,2015-12-31
16,Drumstick / Murungai Maram, 1, 70,2015-12-31
17,Nelli Kai, 1, 22,2015-12-31
18,Bitter Gourd / Pakar kai, 1, –,2015-12-31
19,Perkangkai, 1, 20,2015-12-31
20,Snake Guard / Pudalai, 1, 22,2015-12-31
21,Red Pumpkin / Red Pusanikkai, 1, 6,2015-12-31
22,Sambar Vellari, 1, 10,2015-12-31
23,Bottle gourd / Suraikai, 1, 20,2015-12-31
24,Tomato / Thakkali, 1, 20,2015-12-31
25,Thatta payaru, 1, 30,2015-12-31
26,Lady’s Finger / Venda Kai, 1, 20,2015-12-31
27,Lemon / Elumbichai, 1, 70,2015-12-31
