,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 50,2015- 1-8
1,Avarai Kolee, 1, 20,2015- 1-8
2,Avarai ottu, 1, –,2015- 1-8
3,Beans, 1, 50,2015- 1-8
4,Beetroot, 1, 12,2015- 1-8
5,Bellary, 1, 20,2015- 1-8
6,C Flower, 1 Flower, 20,2015- 1-8
7,C Vengayam, 1, 15,2015- 1-8
8,Chaw Chaw, 1, 20,2015- 1-8
9,Kaththari Disco, 1, 10,2015- 1-8
10,Kaththari Green, 1, 15,2015- 1-8
11,Kothavarai, 1, 20,2015- 1-8
12,Milagai Samba, 1, 24,2015- 1-8
13,Milagai urundai, 1, 26,2015- 1-8
14,Mullaingi, 1, 8,2015- 1-8
15,Murungai chedi, 1, 90,2015- 1-8
16,Murungai Maram, 1, 80,2015- 1-8
17,Nelli, 1, 12,2015- 1-8
18,Pavarkai, 1, 20,2015- 1-8
19,Perkangkai, 1, 12,2015- 1-8
20,Pudalai, 1, 12,2015- 1-8
21,Red Pusanikkai, 1, 3,2015- 1-8
22,Sambar Vellari, 1, 5,2015- 1-8
23,Suraikai, 1, 8,2015- 1-8
24,Thakkali, 1, 8,2015- 1-8
25,Thatta payaru, 1, 15,2015- 1-8
26,Vendai, 1, 12,2015- 1-8
