,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Avarai Belt, 1, 29,2015-4-23
1,1,Avarai Kolee, 1, 27,2015-4-23
2,2,Avarai ottu, 1, –,2015-4-23
3,3,Beans, 1, 20,2015-4-23
4,4,Beetroot, 1, 4,2015-4-23
5,5,Bellary, 1, 20,2015-4-23
6,6,C Flower, 1 Flower, 8,2015-4-23
7,7,C Vengayam, 1, 19,2015-4-23
8,8,Chaw Chaw, 1, 18,2015-4-23
9,9,Kaththari Disco, 1, 6,2015-4-23
10,10,Kaththari Green, 1, 16,2015-4-23
11,11,Kothavarai, 1, 17,2015-4-23
12,12,Milagai Samba, 1, 12,2015-4-23
13,13,Milagai urundai, 1, 10,2015-4-23
14,14,Mullaingi, 1, 6,2015-4-23
15,15,Murungai chedi, 1, 10,2015-4-23
16,16,Murungai Maram, 1, 10,2015-4-23
17,17,Nelli, 1, 27,2015-4-23
18,18,Pavarkai, 1, 10,2015-4-23
19,19,Perkangkai, 1, 8,2015-4-23
20,20,Pudalai, 1, 7,2015-4-23
21,21,Red Pusanikkai, 1, 4,2015-4-23
22,22,Sambar Vellari, 1, 5,2015-4-23
23,23,Suraikai, 1, 4,2015-4-23
24,24,Thakkali, 1, 15,2015-4-23
25,25,Thatta payaru, 1, 12,2015-4-23
26,26,Vendai, 1, 6,2015-4-23
