,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 20,2015-10-27
1,1,Beans Kolee / Avarai Kolee, 1, 22,2015-10-27
2,2,Avarai ottu, 1, –,2015-10-27
3,3,Beans, 1, 15,2015-10-27
4,4,Beetroot, 1, 6,2015-10-27
5,5,Bellary / Big Onion, 1, 45,2015-10-27
6,6,Cauliflower, 1 Flower, 13,2015-10-27
7,7,Small Onion / Chinna Vengayam, 1, 45,2015-10-27
8,8,Chaw Chaw, 1, 20,2015-10-27
9,9,Disco Brinjal / Kaththari kai Disco, 1, 25,2015-10-27
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2015-10-27
11,11,Cluster Beans / Kothavarai, 1, 12,2015-10-27
12,12,Samba Chilli / Milagai Samba, 1, 12,2015-10-27
13,13,Round Chilli / Milagai Urundai, 1, 15,2015-10-27
14,14,Radish / Mullangi, 1, 5,2015-10-27
15,15,Drumstick / Murungai Chedi, 1, 30,2015-10-27
16,16,Drumstick / Murungai Maram, 1, 25,2015-10-27
17,17,Nelli Kai, 1, 30,2015-10-27
18,18,Bitter Gourd / Pakar kai, 1, 12,2015-10-27
19,19,Perkangkai, 1, 20,2015-10-27
20,20,Snake Guard / Pudalai, 1, 6,2015-10-27
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2015-10-27
22,22,Sambar Vellari, 1, 5,2015-10-27
23,23,Bottle gourd / Suraikai, 1, 6,2015-10-27
24,24,Tomato / Thakkali, 1, 20,2015-10-27
25,25,Thatta payaru, 1, 15,2015-10-27
26,26,Lady’s Finger / Venda Kai, 1, 10,2015-10-27
27,27,Lemon / Elumbichai, 1, 57,2015-10-27
