Commodity, Weight in Kg, Price in Rs
Avarai Belt, 1, 44
Avarai Kolee, 1, 30
Avarai ottu, 1, –
Beans, 1, 35
Beetroot, 1, 7
Bellary, 1, 25
C Flower, 1 Flower, 8
C Vengayam, 1, 60
Chaw Chaw, 1, 20
Kaththari Disco, 1, 10
Kaththari Green, 1, 6
Kothavarai, 1, 10
Milagai Samba, 1, 14
Milagai urundai, 1, 13
Mullaingi, 1, 4
Murungai chedi, 1, 30
Murungai Maram, 1, 20
Nelli, 1, 20
Pavarkai, 1, 14
Perkangkai, 1, 7
Pudalai, 1, 10
Red Pusanikkai, 1, 7
Sambar Vellari, 1, 4
Suraikai, 1, 8
Thakkali, 1, 22
Thatta payaru, 1, 12
Vendai, 1, 20
