,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Lemon/எலுமிச்சை,1, 70 to 120,2018-05-07
1,Tomato/தக்காளி 1st Quality,1, 8 to 10,2018-05-07
2,Tomato/தக்காளி 2nd Quality,1, –,2018-05-07
3,Small Onion/சிறிய வெங்காயம்,1, 15 to 25,2018-05-07
4,Bellary/பெல்லாரி,1, 10 to 15,2018-05-07
5,Beans/பீன்ஸ் 1st Quality,1, 18 to 45,2018-05-07
6,Beans/பீன்ஸ் 2nd Quality,1, 13 to 40,2018-05-07
7,Carrot/கேரட் 1st Quality,1, 15 to 25,2018-05-07
8,Carrot/கேரட் 2nd Quality,1, 10 to 20,2018-05-07
9,Lady Finger/வெண்டைக்காய்,1, 10,2018-05-07
10,Tree Drumstick/மரம் முருங்கை,1, 6,2018-05-07
11,Plant Drumstick/முருங்கை,1, 8,2018-05-07
12,Beans/அவரை ஒட்டு,1, 20 to 35,2018-05-07
13,Green Pulses/பச்சை பயிறு,1, 13,2018-05-07
14,White Pulses/வெள்ளை பயிறு,1, 23,2018-05-07
15,Zucchini/சுரைக்காய்,1, 5 to 7,2018-05-07
16,Beetroot/பீட்ரூட்,1, 9,2018-05-07
17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 5 to 7,2018-05-07
18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 5,2018-05-07
19,Kalla Manga/கள்ள மாங்காய்,1, 10 to 13,2018-05-07
20,OOrutu Manga/உருட்டு மாங்காய்,1, 8 to 10,2018-05-07
21,Potato/உருளைக்கிழங்கு 1st Quality,1, 28 to 35,2018-05-07
22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 23 to 30,2018-05-07
23,Coconut/தேங்காய் 1st Quality,1, 30 to 35,2018-05-07
24,Coconut/தேங்காய் 2nd Quality,1, 25 to 30,2018-05-07
25,Green Chilli/பச்சை மிளகாய்,1, 6 to 28,2018-05-07
26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 20 to 25,2018-05-07
27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 15 to 20,2018-05-07
28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 15 to 20,2018-05-07
29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 8 to 10,2018-05-07
30,Banana Thar/வாழை தார்,1, 15 to 20,2018-05-07
31,Curry Leaves/கறிவேப்பிலை,1, 20 to 25,2018-05-07
32,Gourd/புடலங்காய் 1st Quality,1, 10 to 15,2018-05-07
33,Gourd/புடலங்காய் 2nd Quality,1, –,2018-05-07
34,Coriander/கொத்தமல்லி 1st Quality,1, 25 to 30,2018-05-07
35,Coriander/கொத்தமல்லி 2nd Quality,1, 20 to 25,2018-05-07
36,Radish/முள்ளங்கி 1st Quality,1, 15 to 20,2018-05-07
37,Radish/முள்ளங்கி 2nd Quality,1, 10 to 15,2018-05-07
38,Ginger/இஞ்சி,1, 70 to 80,2018-05-07
39,Butter Beans/பட்டர் பீன்ஸ்,1, 100 to 120,2018-05-07
40,Cabbage/முட்டை கோஸ்,1, 5 to 7,2018-05-07
41,Green Peas/பச்சை பட்டாணி,1, 100 to 120,2018-05-07
42,Bitter Gourd/பாகற்காய்,1, 15 to 20,2018-05-07
43,Nookal/நூக்கல்,1, 10 to 15,2018-05-07
44,Chaw Chaw/சவ்சவ்,1, 15 to 16,2018-05-07
45,Kovakkai/கோவக்காய்,1, 8 to 10,2018-05-07
46,Cluster Beans/கொத்தவரங்காய்,1, 10 to 15,2018-05-07
47,Gooseberry/நெல்லிக்காய்,1, 40 to 50,2018-05-07
48,Narthangai/நார்த்தங்காய்,1, 60 to 100,2018-05-07
49,Cucumber/வெள்ளரிக்காய்,1, 18,2018-05-07
50,Garlic/வெள்ளை பூண்டு,1, 50 to 80,2018-05-07
51,Gourd/பீர்க்கங்காய்,1, 30,2018-05-07
52,Small Tuber/சிறு கிழங்கு,1, 10 to 15,2018-05-07
53,Colocasia/சேப்பங்கிழங்கு,1, 15 to 20,2018-05-07
54,Soya beans/சோயா பீன்ஸ்,1, 100 to 120,2018-05-07
55,Butter Soya/பட்டர் சோயா,1, 100 to 120,2018-05-07
56,Senai Kilangu/சேனை கிழங்கு,1, 10 to 20,2018-05-07
57,Karunai Kilangu/கருணைக்கிழங்கு,1, 15 to 20,2018-05-07
58,Drumstick beans/முருங்கை பீன்ஸ்,1, 30,2018-05-07
59,Mangai Inji/மாங்காய் இஞ்சி,1, 45,2018-05-07
