,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Lemon/எலுமிச்சை,1, 60 to 70,2018-03-6
1,Tomato/தக்காளி 1st Quality,1, 5 to 6,2018-03-6
2,Tomato/தக்காளி 2nd Quality,1, –,2018-03-6
3,Small Onion/சிறிய வெங்காயம்,1, 15 to 22,2018-03-6
4,Bellary/பெல்லாரி,1, 12 to 16,2018-03-6
5,Beans/பீன்ஸ் 1st Quality,1, 15 to 35,2018-03-6
6,Beans/பீன்ஸ் 2nd Quality,1, 10 to 30,2018-03-6
7,Carrot/கேரட் 1st Quality,1, 25 to 30,2018-03-6
8,Carrot/கேரட் 2nd Quality,1, 20 to 25,2018-03-6
9,Lady Finger/வெண்டைக்காய்,1, 20 to 26,2018-03-6
10,Tree Drumstick/மரம் முருங்கை,1, 12,2018-03-6
11,Plant Drumstick/முருங்கை,1, 14,2018-03-6
12,Beans/அவரை ஒட்டு,1, 20 to 35,2018-03-6
13,Green Pulses/பச்சை பயிறு,1, 22,2018-03-6
14,White Pulses/வெள்ளை பயிறு,1, 15,2018-03-6
15,Zucchini/சுரைக்காய்,1, 2 to 10,2018-03-6
16,Beetroot/பீட்ரூட்,1, 2 to 3,2018-03-6
17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2018-03-6
18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 2.50,2018-03-6
19,Kalla Manga/கள்ள மாங்காய்,1, 60 to 70,2018-03-6
20,OOrutu Manga/உருட்டு மாங்காய்,1, 40 to 50,2018-03-6
21,Potato/உருளைக்கிழங்கு 1st Quality,1, 18 to 25,2018-03-6
22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 15,2018-03-6
23,Coconut/தேங்காய் 1st Quality,1, 38 to 45,2018-03-6
24,Coconut/தேங்காய் 2nd Quality,1, 33 to 40,2018-03-6
25,Green Chilli/பச்சை மிளகாய்,1, 8 to 20,2018-03-6
26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 10 to 12,2018-03-6
27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, –,2018-03-6
28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 10 to 15,2018-03-6
29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 5 to 8,2018-03-6
30,Banana Thar/வாழை தார்,1, 20 to 22,2018-03-6
31,Curry Leaves/கறிவேப்பிலை,1, 20 to 25,2018-03-6
32,Gourd/புடலங்காய் 1st Quality,1, 15,2018-03-6
33,Gourd/புடலங்காய் 2nd Quality,1, 10,2018-03-6
34,Coriander/கொத்தமல்லி 1st Quality,1, 10 to 15,2018-03-6
35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2018-03-6
36,Radish/முள்ளங்கி 1st Quality,1, 5 to 8,2018-03-6
37,Radish/முள்ளங்கி 2nd Quality,1, –,2018-03-6
38,Ginger/இஞ்சி,1, 25,2018-03-6
39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2018-03-6
40,Cabbage/முட்டை கோஸ்,1, 5 to 8,2018-03-6
41,Green Peas/பச்சை பட்டாணி,1, 30 to 40,2018-03-6
42,Bitter Gourd/பாகற்காய்,1, 16 to 19,2018-03-6
43,Nookal/நூக்கல்,1, 10 to 15,2018-03-6
44,Chaw Chaw/சவ்சவ்,1, 8 to 10,2018-03-6
45,Kovakkai/கோவக்காய்,1, 15 to 18,2018-03-6
46,Cluster Beans/கொத்தவரங்காய்,1, 15 to 20,2018-03-6
47,Gooseberry/நெல்லிக்காய்,1, 60 to 70,2018-03-6
48,Narthangai/நார்த்தங்காய்,1, 40 to 45,2018-03-6
49,Cucumber/வெள்ளரிக்காய்,1, 15 to 20,2018-03-6
50,Garlic/வெள்ளை பூண்டு,1, 40 to 80,2018-03-6
51,Gourd/பீர்க்கங்காய்,1, 15 to 20,2018-03-6
52,Small Tuber/சிறு கிழங்கு,1, 20 to 25,2018-03-6
53,Colocasia/சேப்பங்கிழங்கு,1, 20 to 25,2018-03-6
54,Soya beans/சோயா பீன்ஸ்,1, 80,2018-03-6
55,Butter Soya/பட்டர் சோயா,1, 80,2018-03-6
56,Senai Kilangu/சேனை கிழங்கு,1, 20 to 25,2018-03-6
57,Karunai Kilangu/கருணைக்கிழங்கு,1, 20 to 25,2018-03-6
58,Drumstick beans/முருங்கை பீன்ஸ்,1, 30,2018-03-6
59,Mangai Inji/மாங்காய் இஞ்சி,1, 25 to 30,2018-03-6
