,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Lemon/எலுமிச்சை,1, 30 to 38,2018-02-23
1,Tomato/தக்காளி 1st Quality,1, 5 to 6,2018-02-23
2,Tomato/தக்காளி 2nd Quality,1, –,2018-02-23
3,Small Onion/சிறிய வெங்காயம்,1, 20 to 25,2018-02-23
4,Bellary/பெல்லாரி,1, 18 to 22,2018-02-23
5,Beans/பீன்ஸ் 1st Quality,1, 15 to 35,2018-02-23
6,Beans/பீன்ஸ் 2nd Quality,1, 10 to 30,2018-02-23
7,Carrot/கேரட் 1st Quality,1, 30 to 38,2018-02-23
8,Carrot/கேரட் 2nd Quality,1, 25 to 33,2018-02-23
9,Lady Finger/வெண்டைக்காய்,1, 25,2018-02-23
10,Tree Drumstick/மரம் முருங்கை,1, 24,2018-02-23
11,Plant Drumstick/செடி முருங்கை,1, 32,2018-02-23
12,Beans/அவரை ஒட்டு,1, 12 to 16,2018-02-23
13,Green Pulses/பச்சை பயிறு,1, 15 to 22,2018-02-23
14,White Pulses/வெள்ளை பயிறு,1, 10 to 12,2018-02-23
15,Zucchini/சுரைக்காய்,1, 1.50,2018-02-23
16,Beetroot/பீட்ரூட்,1, 1 to 2,2018-02-23
17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2018-02-23
18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 2 to 3,2018-02-23
19,Kalla Manga/கள்ள மாங்காய்,1, 60 to 75,2018-02-23
20,OOrutu Manga/உருட்டு மாங்காய்,1, 40 to 60,2018-02-23
21,Potato/உருளைக்கிழங்கு 1st Quality,1, 13 to 20,2018-02-23
22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2018-02-23
23,Coconut/தேங்காய் 1st Quality,1, 40 to 48,2018-02-23
24,Coconut/தேங்காய் 2nd Quality,1, 35,2018-02-23
25,Green Chilli/பச்சை மிளகாய்,1, 6 to 12,2018-02-23
26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 8 to 10,2018-02-23
27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, –,2018-02-23
28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 10 to 15,2018-02-23
29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10 to 15,2018-02-23
30,Banana Thar/வாழை தார்,1, 23 to 26,2018-02-23
31,Curry Leaves/கறிவேப்பிலை,1, 25 to 30,2018-02-23
32,Gourd/புடலங்காய் 1st Quality,1, 5 to 6,2018-02-23
33,Gourd/புடலங்காய் 2nd Quality,1, –,2018-02-23
34,Coriander/கொத்தமல்லி 1st Quality,1, 6 to 8,2018-02-23
35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2018-02-23
36,Radish/முள்ளங்கி 1st Quality,1, 5 to 6,2018-02-23
37,Radish/முள்ளங்கி 2nd Quality,1, –,2018-02-23
38,Ginger/இஞ்சி,1, 20 to 25,2018-02-23
39,Butter Beans/பட்டர் பீன்ஸ்,1, 60 to 80,2018-02-23
40,Cabbage/முட்டை கோஸ்,1, 5 to 6,2018-02-23
41,Green Peas/பச்சை பட்டாணி,1, 30 to 35,2018-02-23
42,Bitter Gourd/பாகற்காய்,1, 10 to 15,2018-02-23
43,Nookal/நூக்கல்,1, 10 to 15,2018-02-23
44,Chaw Chaw/சவ்சவ்,1, 5,2018-02-23
45,Kovakkai/கோவக்காய்,1, 10 to 20,2018-02-23
46,Cluster Beans/கொத்தவரங்காய்,1, 10 to 15,2018-02-23
47,Gooseberry/நெல்லிக்காய்,1, 50 to 70,2018-02-23
48,Narthangai/நார்த்தங்காய்,1, 40 to 50,2018-02-23
49,Cucumber/வெள்ளரிக்காய்,1, 20,2018-02-23
50,Garlic/வெள்ளை பூண்டு,1, 40 to 50,2018-02-23
51,Gourd/பீர்க்கங்காய்,1, 10 to 15,2018-02-23
52,Small Tuber/சிறு கிழங்கு,1, 20 to 25,2018-02-23
53,Colocasia/சேப்பங்கிழங்கு,1, 20 to 25,2018-02-23
54,Soya beans/சோயா பீன்ஸ்,1, 50 to 80,2018-02-23
55,Butter Soya/பட்டர் சோயா,1, 50 to 80,2018-02-23
56,Senai Kilangu/சேனை கிழங்கு,1, 20 to 25,2018-02-23
57,Karunai Kilangu/கருணைக்கிழங்கு,1, 20 to 25,2018-02-23
58,Drumstick beans/முருங்கை பீன்ஸ்,1, 25,2018-02-23
59,Mangai Inji/மாங்காய் இஞ்சி,1, 20 to 25,2018-02-23
