,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Lemon/எலுமிச்சை,1, 80 to 90,2018-03-21
1,Tomato/தக்காளி 1st Quality,1, 7 to 10,2018-03-21
2,Tomato/தக்காளி 2nd Quality,1, –,2018-03-21
3,Small Onion/சிறிய வெங்காயம்,1, 15 to 22,2018-03-21
4,Bellary/பெல்லாரி,1, 10 to 15,2018-03-21
5,Beans/பீன்ஸ் 1st Quality,1, 25 to 45,2018-03-21
6,Beans/பீன்ஸ் 2nd Quality,1, 20 to 40,2018-03-21
7,Carrot/கேரட் 1st Quality,1, 15 to 25,2018-03-21
8,Carrot/கேரட் 2nd Quality,1, 10 to 20,2018-03-21
9,Lady Finger/வெண்டைக்காய்,1, 24 to 26,2018-03-21
10,Tree Drumstick/மரம் முருங்கை,1, 7,2018-03-21
11,Plant Drumstick/செடி முருங்கை,1, 9,2018-03-21
12,Beans/அவரை ஒட்டு,1, 30 to 45,2018-03-21
13,Green Pulses/பச்சை பயிறு,1, 25,2018-03-21
14,White Pulses/வெள்ளை பயிறு,1, 17,2018-03-21
15,Zucchini/சுரைக்காய்,1, 3,2018-03-21
16,Beetroot/பீட்ரூட்,1, 3,2018-03-21
17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2 to 3,2018-03-21
18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 2 to 3,2018-03-21
19,Kalla Manga/கள்ள மாங்காய்,1, 38,2018-03-21
20,OOrutu Manga/உருட்டு மாங்காய்,1, 26,2018-03-21
21,Potato/உருளைக்கிழங்கு 1st Quality,1, 15 to 22,2018-03-21
22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10 to 15,2018-03-21
23,Coconut/தேங்காய் 1st Quality,1, 35 to 40,2018-03-21
24,Coconut/தேங்காய் 2nd Quality,1, 30 to 35,2018-03-21
25,Green Chilli/பச்சை மிளகாய்,1, 6 to 26,2018-03-21
26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 10 to 15,2018-03-21
27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, –,2018-03-21
28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 10 to 15,2018-03-21
29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 7 to 10,2018-03-21
30,Banana Thar/வாழை தார்,1, 20 to 24,2018-03-21
31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2018-03-21
32,Gourd/புடலங்காய் 1st Quality,1, 10,2018-03-21
33,Gourd/புடலங்காய் 2nd Quality,1, –,2018-03-21
34,Coriander/கொத்தமல்லி 1st Quality,1, 10 to 15,2018-03-21
35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2018-03-21
36,Radish/முள்ளங்கி 1st Quality,1, 5 to 10,2018-03-21
37,Radish/முள்ளங்கி 2nd Quality,1, –,2018-03-21
38,Ginger/இஞ்சி,1, 50 to 60,2018-03-21
39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 100,2018-03-21
40,Cabbage/முட்டை கோஸ்,1, 3 to 5,2018-03-21
41,Green Peas/பச்சை பட்டாணி,1, 30 to 40,2018-03-21
42,Bitter Gourd/பாகற்காய்,1, 16,2018-03-21
43,Nookal/நூக்கல்,1, 20 to 30,2018-03-21
44,Chaw Chaw/சவ்சவ்,1, 20,2018-03-21
45,Kovakkai/கோவக்காய்,1, 25,2018-03-21
46,Cluster Beans/கொத்தவரங்காய்,1, 10 to 18,2018-03-21
47,Gooseberry/நெல்லிக்காய்,1, 40 to 50,2018-03-21
48,Narthangai/நார்த்தங்காய்,1, 60,2018-03-21
49,Cucumber/வெள்ளரிக்காய்,1, 18,2018-03-21
50,Garlic/வெள்ளை பூண்டு,1, 40 to 80,2018-03-21
51,Gourd/பீர்க்கங்காய்,1, 25 to 35,2018-03-21
52,Small Tuber/சிறு கிழங்கு,1, 20 to 35,2018-03-21
53,Colocasia/சேப்பங்கிழங்கு,1, 20 to 25,2018-03-21
54,Soya beans/சோயா பீன்ஸ்,1, 80 to 100,2018-03-21
55,Butter Soya/பட்டர் சோயா,1, 80 to 100,2018-03-21
56,Senai Kilangu/சேனை கிழங்கு,1, 20 to 25,2018-03-21
57,Karunai Kilangu/கருணைக்கிழங்கு,1, 20 to 25,2018-03-21
58,Drumstick beans/முருங்கை பீன்ஸ்,1, 35,2018-03-21
59,Mangai Inji/மாங்காய் இஞ்சி,1, 35,2018-03-21
