Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 20
Tomotto ottu, 1, 24
Ladys Finger, 1, 26
Snake Guard, 1, 18
Bitter Gourd, 1, 30
Bottle gourd, 1, 8
Pumpkin, 1, 16
Bean, 1, 44
Cluster Beans, 1, 20
Red Chilies, 1, 30
Onion, 1, 25
Pallari, 1, 22
Ginger, 1, –
Potato, 1, 24
Radish, 1, 20
Mango, 1, –
Cabbage, 1, 20
Carrot, 1, 30
Beetroot, 1, 18
Soybeans, 1, 90
Drumstick beans, 1, 66
butter beans, 1, –
Banana nut, 1 piece, 4
Banana stem, 1, 10
Banana Flower, 1, 14
Curry leaves, 1, 30
Coriander leaves, 1, 30
Mint, 1, 20
Greens Leaves, 1, 12
Garlic, 1, 80
Button Mushrooms, 1, 194
Papaya, 1, 20
SavSav, 1, 26
Sapotta, 1, 14
