Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 26
Tomotto ottu, 1, 14
Ladys Finger, 1, 16
Snake Guard, 1, 14
Bitter Gourd, 1, 18
Bottle gourd, 1, 6
Pumpkin, 1, 12
Bean, 1, 20
Cluster Beans, 1, 16
Red Chilies, 1, 24
Onion, 1, 32
Pallari, 1, 30
Ginger, 1, –
Potato, 1, 28
Radish, 1, 8
Mango, 1, –
Cabbage, 1, 28
Carrot, 1, 26
Beetroot, 1, 28
Soybeans, 1, 84
Drumstick beans, 1, 36
butter beans, 1, –
Banana nut, 1 piece, 3
Banana stem, 1, 10
Banana Flower, 1, 12
Curry leaves, 1, 35
Coriander leaves, 1, 25
Mint, 1, 25
Greens Leaves, 1, 12
Garlic, 1, 130-150
Button Mushrooms, 1, 194
Papaya, 1, 20
SavSav, 1, 18
Sapotta, 1, 20
