,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 20,2015-3-14
1,Tomotto ottu, 1, 6,2015-3-14
2,Ladys Finger, 1, 20,2015-3-14
3,Snake Guard, 1, 12,2015-3-14
4,Bitter Gourd, 1, 12,2015-3-14
5,Bottle gourd, 1, 8,2015-3-14
6,Pumpkin, 1, 14,2015-3-14
7,Bean, 1, 24,2015-3-14
8,Cluster Beans, 1, 16,2015-3-14
9,Red Chilies, 1, 18,2015-3-14
10,Onion, 1, 24,2015-3-14
11,Pallari, 1, 24,2015-3-14
12,Ginger, 1, –,2015-3-14
13,Potato, 1, 26,2015-3-14
14,Radish, 1, 10,2015-3-14
15,Mango, 1, –,2015-3-14
16,Cabbage, 1, 18,2015-3-14
17,Carrot, 1, 30,2015-3-14
18,Beetroot, 1, 20,2015-3-14
19,Soybeans, 1, 80,2015-3-14
20,Drumstick beans, 1, 36,2015-3-14
21,butter beans, 1, –,2015-3-14
22,Banana nut, 1 piece, 4,2015-3-14
23,Banana stem, 1, 10,2015-3-14
24,Banana Flower, 1, 12,2015-3-14
25,Curry leaves, 1, 30,2015-3-14
26,Coriander leaves, 1, 20,2015-3-14
27,Mint, 1, 20,2015-3-14
28,Greens Leaves, 1, 12,2015-3-14
29,Garlic, 1, 140-180,2015-3-14
30,Button Mushrooms, 1, 196,2015-3-14
31,Papaya, 1, 20,2015-3-14
32,SavSav, 1, 16,2015-3-14
33,Sapotta, 1, 20,2015-3-14
