,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 100,2015-12-17
1,Tomotto ottu / Thakkali Ottu, 1, 32,2015-12-17
2,Lady’s Finger / Venda Kai, 1, 30,2015-12-17
3,Snake Guard / Pudalai, 1, 32,2015-12-17
4,Bitter Gourd / Pakar kai, 1, 55,2015-12-17
5,Bottle gourd / Sura kai, 1, 15,2015-12-17
6,Pumpkin / Pusani kai, 1, 20,2015-12-17
7,Beans / Avarai Kai, 1, 70,2015-12-17
8,Cluster Beans / Kothavarai, 1, 24,2015-12-17
9,Red Chilies / Kundu Milagai, 1, 70,2015-12-17
10,Small Onion / Chinna Vengayam, 1, 30,2015-12-17
11,Big Onion / Pallari, 1, 30,2015-12-17
12,Ginger /  Inji, 1, –,2015-12-17
13,Potato / Urulai Kelangu, 1, 24,2015-12-17
14,Radish / Mulangi, 1, 32,2015-12-17
15,Mango / Maa, 1, –,2015-12-17
16,Cabbage / Mutta Kose, 1, 24,2015-12-17
17,Carrot, 1, 40,2015-12-17
18,Beetroot, 1, 30,2015-12-17
19,Soya Beans, 1, 90,2015-12-17
20,Drumstick Beans / Murungai Beans, 1, 60,2015-12-17
21,Butter beans, 1, –,2015-12-17
22,Banana nut / Vala kai, 1 piece, 5,2015-12-17
23,Banana stem / Vala Thandu, 1, 10,2015-12-17
24,Banana Flower / Vala Poo, 1, 10,2015-12-17
25,Curry leaves / Karu Vepilai, 1, 20,2015-12-17
26,Coriander leaves / Malli Ilai, 1, 30,2015-12-17
27,Mint / Puthina, 1, 30,2015-12-17
28,Greens Leaves / Keerai Kattu, 1, 10,2015-12-17
29,Garlic / Poondu, 1, –,2015-12-17
30,Button Mushrooms / Button Kaalan, 1, 200,2015-12-17
31,Papaya / Papali, 1, 18,2015-12-17
32,Sav Sav, 1, 30,2015-12-17
33,Sapotta, 1, 20,2015-12-17
