,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 40,2015-11-15
1,Tomotto ottu / Thakkali Ottu, 1, 50,2015-11-15
2,Lady’s Finger / Venda Kai, 1, 26,2015-11-15
3,Snake Guard / Pudalai, 1, 16,2015-11-15
4,Bitter Gourd / Pakar kai, 1, 24,2015-11-15
5,Bottle gourd / Sura kai, 1, 8,2015-11-15
6,Pumpkin / Pusani kai, 1, 16,2015-11-15
7,Beans / Avarai Kai, 1, 30,2015-11-15
8,Cluster Beans / Kothavarai, 1, 20,2015-11-15
9,Red Chilies / Kundu Milagai, 1, 40,2015-11-15
10,Small Onion / Chinna Vengayam, 1, 56,2015-11-15
11,Big Onion / Pallari, 1, 36,2015-11-15
12,Ginger /  Inji, 1, –,2015-11-15
13,Potato / Urulai Kelangu, 1, 34,2015-11-15
14,Radish / Mulangi, 1, 20,2015-11-15
15,Mango / Maa, 1, –,2015-11-15
16,Cabbage / Mutta Kose, 1, 20,2015-11-15
17,Carrot, 1, 40,2015-11-15
18,Beetroot, 1, 20,2015-11-15
19,Soya Beans, 1, 80,2015-11-15
20,Drumstick Beans / Murungai Beans, 1, 46,2015-11-15
21,Butter beans, 1, –,2015-11-15
22,Banana nut / Vala kai, 1 piece, 4,2015-11-15
23,Banana stem / Vala Thandu, 1, 12,2015-11-15
24,Banana Flower / Vala Poo, 1, 10,2015-11-15
25,Curry leaves / Karu Vepilai, 1, 20,2015-11-15
26,Coriander leaves / Malli Ilai, 1, 40,2015-11-15
27,Mint / Puthina, 1, 35,2015-11-15
28,Greens Leaves / Keerai Kattu, 1, 12,2015-11-15
29,Garlic / Poondu, 1, 100,2015-11-15
30,Button Mushrooms / Button Kaalan, 1, 200,2015-11-15
31,Papaya / Papali, 1, 20,2015-11-15
32,Sav Sav, 1, 16,2015-11-15
33,Sapotta, 1, 24,2015-11-15
