,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 40,2015-7-22
1,Tomotto ottu, 1, 22,2015-7-22
2,Ladys Finger, 1, 14,2015-7-22
3,Snake Guard, 1, 16,2015-7-22
4,Bitter Gourd, 1, 28,2015-7-22
5,Bottle gourd, 1, 10,2015-7-22
6,Pumpkin, 1, 16,2015-7-22
7,Bean, 1, 30,2015-7-22
8,Cluster Beans, 1, 14,2015-7-22
9,Red Chilies, 1, 40,2015-7-22
10,Onion, 1, 46,2015-7-22
11,Pallari, 1, 30,2015-7-22
12,Ginger, 1, –,2015-7-22
13,Potato, 1, 20,2015-7-22
14,Radish, 1, 20,2015-7-22
15,Mango, 1, –,2015-7-22
16,Cabbage, 1, 20,2015-7-22
17,Carrot, 1, 36,2015-7-22
18,Beetroot, 1, 42,2015-7-22
19,Soybeans, 1, 80,2015-7-22
20,Drumstick beans, 1, 48,2015-7-22
21,butter beans, 1, –,2015-7-22
22,Banana nut, 1 piece, 4,2015-7-22
23,Banana stem, 1, 12,2015-7-22
24,Banana Flower, 1, 10,2015-7-22
25,Curry leaves, 1, 20,2015-7-22
26,Coriander leaves, 1, 30,2015-7-22
27,Mint, 1, 30,2015-7-22
28,Greens Leaves, 1, 12,2015-7-22
29,Garlic, 1, 100,2015-7-22
30,Button Mushrooms, 1, 200,2015-7-22
31,Papaya, 1, 20,2015-7-22
32,SavSav, 1, 20,2015-7-22
33,Sapotta, 1, 16,2015-7-22
