,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 40,2015-7-25
1,Tomotto ottu, 1, 20,2015-7-25
2,Ladys Finger, 1, 16,2015-7-25
3,Snake Guard, 1, 16,2015-7-25
4,Bitter Gourd, 1, 26,2015-7-25
5,Bottle gourd, 1, 10,2015-7-25
6,Pumpkin, 1, 20,2015-7-25
7,Bean, 1, 36,2015-7-25
8,Cluster Beans, 1, 16,2015-7-25
9,Red Chilies, 1, 40,2015-7-25
10,Onion, 1, 46,2015-7-25
11,Pallari, 1, 30,2015-7-25
12,Ginger, 1, –,2015-7-25
13,Potato, 1, 20,2015-7-25
14,Radish, 1, 16,2015-7-25
15,Mango, 1, –,2015-7-25
16,Cabbage, 1, 20,2015-7-25
17,Carrot, 1, 36,2015-7-25
18,Beetroot, 1, 36,2015-7-25
19,Soybeans, 1, 80,2015-7-25
20,Drumstick beans, 1, 50,2015-7-25
21,butter beans, 1, –,2015-7-25
22,Banana nut, 1 piece, 4,2015-7-25
23,Banana stem, 1, 12,2015-7-25
24,Banana Flower, 1, 12,2015-7-25
25,Curry leaves, 1, 20,2015-7-25
26,Coriander leaves, 1, 30,2015-7-25
27,Mint, 1, 30,2015-7-25
28,Greens Leaves, 1, 12,2015-7-25
29,Garlic, 1, 100,2015-7-25
30,Button Mushrooms, 1, 160,2015-7-25
31,Papaya, 1, 20,2015-7-25
32,SavSav, 1, 20,2015-7-25
33,Sapotta, 1, 16,2015-7-25
