,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 24,2015- 2-7
1,Tomotto ottu, 1, 10,2015- 2-7
2,Ladys Finger, 1, 16,2015- 2-7
3,Snake Guard, 1, 8,2015- 2-7
4,Bitter Gourd, 1, 14,2015- 2-7
5,Bottle gourd, 1, 8,2015- 2-7
6,Pumpkin, 1, 12,2015- 2-7
7,Bean, 1, 20,2015- 2-7
8,Cluster Beans, 1, 16,2015- 2-7
9,Red Chilies, 1, 20,2015- 2-7
10,Onion, 1, 30,2015- 2-7
11,Pallari, 1, 26,2015- 2-7
12,Ginger, 1, –,2015- 2-7
13,Potato, 1, 24,2015- 2-7
14,Radish, 1, 8,2015- 2-7
15,Mango, 1, –,2015- 2-7
16,Cabbage, 1, 24,2015- 2-7
17,Carrot, 1, 32,2015- 2-7
18,Beetroot, 1, 20,2015- 2-7
19,Soybeans, 1, 70,2015- 2-7
20,Drumstick beans, 1, 26,2015- 2-7
21,butter beans, 1, –,2015- 2-7
22,Banana nut, 1 piece, 4,2015- 2-7
23,Banana stem, 1, 8,2015- 2-7
24,Banana Flower, 1, 6,2015- 2-7
25,Curry leaves, 1, 30,2015- 2-7
26,Coriander leaves, 1, 20,2015- 2-7
27,Mint, 1, 25,2015- 2-7
28,Greens Leaves, 1, 10,2015- 2-7
29,Garlic, 1, 100-180,2015- 2-7
30,Button Mushrooms, 1, 180,2015- 2-7
31,Papaya, 1, 20,2015- 2-7
32,SavSav, 1, 26,2015- 2-7
33,Sapotta, 1, 24,2015- 2-7
