Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 24
Tomotto ottu, 1, 7
Ladys Finger, 1, 20
Snake Guard, 1, 14
Bitter Gourd, 1, 16
Bottle gourd, 1, 8
Pumpkin, 1, 14
Bean, 1, 26
Cluster Beans, 1, 16
Red Chilies, 1, 20
Onion, 1, 26
Pallari, 1, 24
Ginger, 1, –
Potato, 1, 24
Radish, 1, 10
Mango, 1, –
Cabbage, 1, 20
Carrot, 1, 26
Beetroot, 1, 10
Soybeans, 1, 80
Drumstick beans, 1, 28
butter beans, 1, –
Banana nut, 1 piece, 4
Banana stem, 1, 10
Banana Flower, 1, 10
Curry leaves, 1, 30
Coriander leaves, 1, 20
Mint, 1, 25
Greens Leaves, 1, 10
Garlic, 1, 100-180
Button Mushrooms, 1, 180
Papaya, 1, 20
SavSav, 1, 16
Sapotta, 1, 20
