,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 50,2014-7-15
1,1,Tomotto ottu, 1, 42,2014-7-15
2,2,LadyFinger, 1, 34,2014-7-15
3,3,SnakeGuard, 1, 28,2014-7-15
4,4,BitterGourd, 1, 46,2014-7-15
5,5,Bottlegourd, 1, 16,2014-7-15
6,6,Pumpkin, 1, 18,2014-7-15
7,7,Bean, 1, 64,2014-7-15
8,8,ClusterBeans, 1, 26,2014-7-15
9,9,Red Chillies, 1, 50,2014-7-15
10,10,Onion, 1, 24,2014-7-15
11,11,Pallari, 1, 36,2014-7-15
12,12,Ginger, 1, 120,2014-7-15
13,13,Potato, 1, 30,2014-7-15
14,14,Radish, 1, 28,2014-7-15
15,15,Mango, 1, 18,2014-7-15
16,16,Cabbage, 1, 26,2014-7-15
17,17,Carrot, 1, 54,2014-7-15
18,18,Beetroot, 1, 44,2014-7-15
19,19,Soybeans, 1, 100,2014-7-15
20,20,Drumstickbeans, 1, 64,2014-7-15
21,21,butterbeans, 1, –,2014-7-15
22,22,Banana nut, 1 piece, 3,2014-7-15
23,23,Banana stem, 1, 10,2014-7-15
24,24,BananaFlower, 1, 10,2014-7-15
25,25,Curry leaves, 1, 20,2014-7-15
26,26,Coriander leaves, 1, 60,2014-7-15
27,27,Mint, 1, 30,2014-7-15
28,28,GreensLeaves, 1, 12,2014-7-15
29,29,Garlic, 1, 70-140,2014-7-15
30,30,ButtonMushrooms, 1, 200,2014-7-15
31,31,Papaya, 1, 24,2014-7-15
32,32,SavSav, 1, 40,2014-7-15
