,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 26,2014-5-5
1,1,Tomotto ottu, 1, 22,2014-5-5
2,2,LadyFinger, 1, 20,2014-5-5
3,3,SnakeGuard, 1, 26,2014-5-5
4,4,BitterGourd, 1, 34,2014-5-5
5,5,Bottlegourd, 1, 14,2014-5-5
6,6,Pumpkin, 1, 16,2014-5-5
7,7,Bean, 1, 48,2014-5-5
8,8,ClusterBeans, 1, 20,2014-5-5
9,9,Red Chillies, 1, 60,2014-5-5
10,10,Onion, 1, 26,2014-5-5
11,11,Pallari, 1, 22,2014-5-5
12,12,Ginger, 1, 130,2014-5-5
13,13,Potato, 1, 28,2014-5-5
14,14,Radish, 1, 16,2014-5-5
15,15,Mango, 1, 20,2014-5-5
16,16,Cabbage, 1, 16,2014-5-5
17,17,Carrot, 1, 28,2014-5-5
18,18,Beetroot, 1, 24,2014-5-5
19,19,Soybeans, 1, 100,2014-5-5
20,20,Drumstickbeans, 1, 48,2014-5-5
21,21,butterbeans, 1, –,2014-5-5
22,22,Banana nut, 1 piece, 03,2014-5-5
23,23,Banana stem, 1, 7,2014-5-5
24,24,BananaFlower, 1, 7,2014-5-5
25,25,Curry leaves, 1, 30,2014-5-5
26,26,Coriander leaves, 1, 35,2014-5-5
27,27,Mint, 1, 30,2014-5-5
28,28,GreensLeaves, 1, 10,2014-5-5
29,29,Garlic, 1, 100-120,2014-5-5
30,30,ButtonMushrooms, 1, 190,2014-5-5
31,31,Papaya, 1, 24,2014-5-5
32,32,SavSav, 1, 30,2014-5-5
