Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 34
Tomotto ottu, 1, 12
Ladys Finger, 1, 12
Snake Guard, 1, 16
Bitter Gourd, 1, 30
Bottle gourd, 1, 8
Pumpkin, 1, 16
Bean, 1, 30
Cluster Beans, 1, 18
Red Chilies, 1, 28
Onion, 1, 28
Pallari, 1, 24
Ginger, 1, 130
Potato, 1, 40
Radish, 1, 14
Mango, 1, –
Cabbage, 1, 18
Carrot, 1, 40
Beetroot, 1, 20
Soybeans, 1, 90
Drumstick beans, 1, 34
butter beans, 1, –
Banana nut, 1 piece, 3
Banana stem, 1, 7
Banana Flower, 1, 6
Curry leaves, 1, 10
Coriander leaves, 1, 25
Mint, 1, 30
Greens Leaves, 1, 10
Garlic, 1, 120-140
Button Mushrooms, 1, 196
Papaya, 1, 20
SavSav, 1, 18
