,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 48,2014-6-20
1,1,Tomotto ottu, 1, 15,2014-6-20
2,2,LadyFinger, 1, 30,2014-6-20
3,3,SnakeGuard, 1, 24,2014-6-20
4,4,BitterGourd, 1, 40,2014-6-20
5,5,Bottlegourd, 1, 14,2014-6-20
6,6,Pumpkin, 1, 16,2014-6-20
7,7,Bean, 1, 70,2014-6-20
8,8,ClusterBeans, 1, 20,2014-6-20
9,9,Red Chillies, 1, 30,2014-6-20
10,10,Onion, 1, 22,2014-6-20
11,11,Pallari, 1, 24,2014-6-20
12,12,Ginger, 1, 130,2014-6-20
13,13,Potato, 1, 30,2014-6-20
14,14,Radish, 1, 24,2014-6-20
15,15,Mango, 1, 14,2014-6-20
16,16,Cabbage, 1, 24,2014-6-20
17,17,Carrot, 1, 40,2014-6-20
18,18,Beetroot, 1, 32,2014-6-20
19,19,Soybeans, 1, 110,2014-6-20
20,20,Drumstickbeans, 1, 64,2014-6-20
21,21,butterbeans, 1, –,2014-6-20
22,22,Banana nut, 1 piece, 4,2014-6-20
23,23,Banana stem, 1, 10,2014-6-20
24,24,BananaFlower, 1, 6,2014-6-20
25,25,Curry leaves, 1, 20,2014-6-20
26,26,Coriander leaves, 1, 50,2014-6-20
27,27,Mint, 1, 30,2014-6-20
28,28,GreensLeaves, 1, 10,2014-6-20
29,29,Garlic, 1, 70-140,2014-6-20
30,30,ButtonMushrooms, 1, 180,2014-6-20
31,31,Papaya, 1, 20,2014-6-20
32,32,SavSav, 1, 30,2014-6-20
