,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 70,2014-11-10
1,1,Tomotto ottu, 1, 12,2014-11-10
2,2,Ladys Finger, 1, 34,2014-11-10
3,3,Snake Guard, 1, 40,2014-11-10
4,4,Bitter Gourd, 1, 34,2014-11-10
5,5,Bottle gourd, 1, 15,2014-11-10
6,6,Pumpkin, 1, 20,2014-11-10
7,7,Bean, 1, 60,2014-11-10
8,8,Cluster Beans, 1, 20,2014-11-10
9,9,Red Chilies, 1, 34,2014-11-10
10,10,Onion, 1, 30,2014-11-10
11,11,Pallari, 1, 26,2014-11-10
12,12,Ginger, 1, –,2014-11-10
13,13,Potato, 1, 40,2014-11-10
14,14,Radish, 1, 20,2014-11-10
15,15,Mango, 1, –,2014-11-10
16,16,Cabbage, 1, 20,2014-11-10
17,17,Carrot, 1, 40,2014-11-10
18,18,Beetroot, 1, 30,2014-11-10
19,19,Soybeans, 1, 74,2014-11-10
20,20,Drumstick beans, 1, 50,2014-11-10
21,21,butter beans, 1, –,2014-11-10
22,22,Banana nut, 1 piece, 4,2014-11-10
23,23,Banana stem, 1, 10,2014-11-10
24,24,Banana Flower, 1, 14,2014-11-10
25,25,Curry leaves, 1, 20,2014-11-10
26,26,Coriander leaves, 1, 120,2014-11-10
27,27,Mint, 1, 60,2014-11-10
28,28,Greens Leaves, 1, 10,2014-11-10
29,29,Garlic, 1, 140-160,2014-11-10
30,30,Button Mushrooms, 1, 200,2014-11-10
31,31,Papaya, 1, 24,2014-11-10
32,32,SavSav, 1, 36,2014-11-10
