Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 46
Tomotto ottu, 1, 13
Ladys Finger, 1, 24
Snake Guard, 1, 20
Bitter Gourd, 1, 24
Bottle gourd, 1, 10
Pumpkin, 1, 18
Bean, 1, 44
Cluster Beans, 1, 20
Red Chilies, 1, 34
Onion, 1, 30
Pallari, 1, 26
Ginger, 1, –
Potato, 1, 36
Radish, 1, 20
Mango, 1, –
Cabbage, 1, 20
Carrot, 1, 38
Beetroot, 1, 30
Soybeans, 1, 70
Drumstick beans, 1, 44
butter beans, 1, –
Banana nut, 1 piece, 5
Banana stem, 1, 8
Banana Flower, 1, 14
Curry leaves, 1, 20
Coriander leaves, 1, 60
Mint, 1, 40
Greens Leaves, 1, 10
Garlic, 1, 120-140
Button Mushrooms, 1, 196
Papaya, 1, 20
SavSav, 1, 26
