,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 46,2014-7-16
1,1,Tomotto ottu, 1, 48,2014-7-16
2,2,LadyFinger, 1, 28,2014-7-16
3,3,SnakeGuard, 1, 28,2014-7-16
4,4,BitterGourd, 1, 46,2014-7-16
5,5,Bottlegourd, 1, 16,2014-7-16
6,6,Pumpkin, 1, 18,2014-7-16
7,7,Bean, 1, 50,2014-7-16
8,8,ClusterBeans, 1, 24,2014-7-16
9,9,Red Chillies, 1, 50,2014-7-16
10,10,Onion, 1, 24,2014-7-16
11,11,Pallari, 1, 36,2014-7-16
12,12,Ginger, 1, 100,2014-7-16
13,13,Potato, 1, 28,2014-7-16
14,14,Radish, 1, 26,2014-7-16
15,15,Mango, 1, 20,2014-7-16
16,16,Cabbage, 1, 28,2014-7-16
17,17,Carrot, 1, 36,2014-7-16
18,18,Beetroot, 1, 60,2014-7-16
19,19,Soybeans, 1, 100,2014-7-16
20,20,Drumstickbeans, 1, 64,2014-7-16
21,21,butterbeans, 1, –,2014-7-16
22,22,Banana nut, 1 piece, 3,2014-7-16
23,23,Banana stem, 1, 7,2014-7-16
24,24,BananaFlower, 1, 7,2014-7-16
25,25,Curry leaves, 1, 20,2014-7-16
26,26,Coriander leaves, 1, 60,2014-7-16
27,27,Mint, 1, 30,2014-7-16
28,28,GreensLeaves, 1, 12,2014-7-16
29,29,Garlic, 1, 100-120,2014-7-16
30,30,ButtonMushrooms, 1, 196,2014-7-16
31,31,Papaya, 1, 24,2014-7-16
32,32,SavSav, 1, 30,2014-7-16
