,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 54,2014-11-16
1,1,Tomotto ottu, 1, 15,2014-11-16
2,2,Ladys Finger, 1, 20,2014-11-16
3,3,Snake Guard, 1, 26,2014-11-16
4,4,Bitter Gourd, 1, 30,2014-11-16
5,5,Bottle gourd, 1, 14,2014-11-16
6,6,Pumpkin, 1, 24,2014-11-16
7,7,Bean, 1, 60,2014-11-16
8,8,Cluster Beans, 1, 20,2014-11-16
9,9,Red Chilies, 1, 34,2014-11-16
10,10,Onion, 1, 30,2014-11-16
11,11,Pallari, 1, 28,2014-11-16
12,12,Ginger, 1, –,2014-11-16
13,13,Potato, 1, 40,2014-11-16
14,14,Radish, 1, 26,2014-11-16
15,15,Mango, 1, –,2014-11-16
16,16,Cabbage, 1, 24,2014-11-16
17,17,Carrot, 1, 40,2014-11-16
18,18,Beetroot, 1, 36,2014-11-16
19,19,Soybeans, 1, 74,2014-11-16
20,20,Drumstick beans, 1, 54,2014-11-16
21,21,butter beans, 1, –,2014-11-16
22,22,Banana nut, 1 piece, 5,2014-11-16
23,23,Banana stem, 1, 10,2014-11-16
24,24,Banana Flower, 1, 10,2014-11-16
25,25,Curry leaves, 1, 20,2014-11-16
26,26,Coriander leaves, 1, 60,2014-11-16
27,27,Mint, 1, 50,2014-11-16
28,28,Greens Leaves, 1, 12,2014-11-16
29,29,Garlic, 1, 120-170,2014-11-16
30,30,Button Mushrooms, 1, 190,2014-11-16
31,31,Papaya, 1, 24,2014-11-16
32,32,SavSav, 1, 34,2014-11-16
