,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 56,2014-7-20
1,Tomotto ottu, 1, 20,2014-7-20
2,LadyFinger, 1, 34,2014-7-20
3,SnakeGuard, 1, 26,2014-7-20
4,BitterGourd, 1, 44,2014-7-20
5,Bottlegourd, 1, 14,2014-7-20
6,Pumpkin, 1, 18,2014-7-20
7,Bean, 1, 60,2014-7-20
8,ClusterBeans, 1, 26,2014-7-20
9,Red Chillies, 1, 50,2014-7-20
10,Onion, 1, 22,2014-7-20
11,Pallari, 1, 30,2014-7-20
12,Ginger, 1, 130,2014-7-20
13,Potato, 1, 36,2014-7-20
14,Radish, 1, 26,2014-7-20
15,Mango, 1, 14,2014-7-20
16,Cabbage, 1, 28,2014-7-20
17,Carrot, 1, 40,2014-7-20
18,Beetroot, 1, 38,2014-7-20
19,Soybeans, 1, 110,2014-7-20
20,Drumstickbeans, 1, 68,2014-7-20
21,butterbeans, 1, –,2014-7-20
22,Banana nut, 1 piece, 4,2014-7-20
23,Banana stem, 1, 10,2014-7-20
24,BananaFlower, 1, 10,2014-7-20
25,Curry leaves, 1, 25,2014-7-20
26,Coriander leaves, 1, 80,2014-7-20
27,Mint, 1, 30,2014-7-20
28,GreensLeaves, 1, 10,2014-7-20
29,Garlic, 1, 100-120,2014-7-20
30,ButtonMushrooms, 1, 200,2014-7-20
31,Papaya, 1, 26,2014-7-20
32,SavSav, 1, 38,2014-7-20
