,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-5-22
1,1,Tomotto ottu, 1, 18,2014-5-22
2,2,LadyFinger, 1, 26,2014-5-22
3,3,SnakeGuard, 1, 30,2014-5-22
4,4,BitterGourd, 1, 34,2014-5-22
5,5,Bottlegourd, 1, 14,2014-5-22
6,6,Pumpkin, 1, 16,2014-5-22
7,7,Bean, 1, 66,2014-5-22
8,8,ClusterBeans, 1, 16,2014-5-22
9,9,Red Chillies, 1, 50,2014-5-22
10,10,Onion, 1, 24,2014-5-22
11,11,Pallari, 1, 20,2014-5-22
12,12,Ginger, 1, 130,2014-5-22
13,13,Potato, 1, 30,2014-5-22
14,14,Radish, 1, 16,2014-5-22
15,15,Mango, 1, 16,2014-5-22
16,16,Cabbage, 1, 18,2014-5-22
17,17,Carrot, 1, 32,2014-5-22
18,18,Beetroot, 1, 28,2014-5-22
19,19,Soybeans, 1, 110,2014-5-22
20,20,Drumstickbeans, 1, 50,2014-5-22
21,21,butterbeans, 1, –,2014-5-22
22,22,Banana nut, 1 piece, 04,2014-5-22
23,23,Banana stem, 1, 08,2014-5-22
24,24,BananaFlower, 1, 06,2014-5-22
25,25,Curry leaves, 1, 40,2014-5-22
26,26,Coriander leaves, 1, 30,2014-5-22
27,27,Mint, 1, 25,2014-5-22
28,28,GreensLeaves, 1, 10,2014-5-22
29,29,Garlic, 1, 60-120,2014-5-22
30,30,ButtonMushrooms, 1, 180,2014-5-22
31,31,Papaya, 1, 20,2014-5-22
32,32,SavSav, 1, 30,2014-5-22
