Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 40
Tomotto ottu, 1, 22
LadyFinger, 1, 30
SnakeGuard, 1, 32
BitterGourd, 1, 34
Bottlegourd, 1, 14
Pumpkin, 1, 16
Bean, 1, 60
ClusterBeans, 1, 20
Red Chillies, 1, 56
Onion, 1, 26
Pallari, 1, 20
Ginger, 1, 130
Potato, 1, 28
Radish, 1, 14
Mango, 1, 16
Cabbage, 1, 18
Carrot, 1, 28
Beetroot, 1, 24
Soybeans, 1, 110
Drumstickbeans, 1, 50
butterbeans, 1, –
Banana nut, 1 piece, 03
Banana stem, 1, 06
BananaFlower, 1, 05
Curry leaves, 1, 45
Coriander leaves, 1, 35
Mint, 1, 25
GreensLeaves, 1, 10
Garlic, 1, 60-120
ButtonMushrooms, 1, 180
Papaya, 1, 22
SavSav, 1, 34
