,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 54,2014-7-8
1,Tomotto ottu, 1, 26,2014-7-8
2,LadyFinger, 1, 38,2014-7-8
3,SnakeGuard, 1, 28,2014-7-8
4,BitterGourd, 1, 44,2014-7-8
5,Bottlegourd, 1, 12,2014-7-8
6,Pumpkin, 1, 16,2014-7-8
7,Bean, 1, 60,2014-7-8
8,ClusterBeans, 1, 26,2014-7-8
9,Red Chillies, 1, 46,2014-7-8
10,Onion, 1, 22,2014-7-8
11,Pallari, 1, 32,2014-7-8
12,Ginger, 1, 130,2014-7-8
13,Potato, 1, 36,2014-7-8
14,Radish, 1, 26,2014-7-8
15,Mango, 1, 16,2014-7-8
16,Cabbage, 1, 28,2014-7-8
17,Carrot, 1, 46,2014-7-8
18,Beetroot, 1, 45,2014-7-8
19,Soybeans, 1, 100,2014-7-8
20,Drumstickbeans, 1, 60,2014-7-8
21,butterbeans, 1, –,2014-7-8
22,Banana nut, 1 piece, 4,2014-7-8
23,Banana stem, 1, 10,2014-7-8
24,BananaFlower, 1, 10,2014-7-8
25,Curry leaves, 1, 20,2014-7-8
26,Coriander leaves, 1, 60,2014-7-8
27,Mint, 1, 30,2014-7-8
28,GreensLeaves, 1, 12,2014-7-8
29,Garlic, 1, 120-140,2014-7-8
30,ButtonMushrooms, 1, 200,2014-7-8
31,Papaya, 1, 24,2014-7-8
32,SavSav, 1, 40,2014-7-8
