,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 16,2014-6-7
1,Tomotto ottu, 1, 14,2014-6-7
2,LadyFinger, 1, 24,2014-6-7
3,SnakeGuard, 1, 20,2014-6-7
4,BitterGourd, 1, 34,2014-6-7
5,Bottlegourd, 1, 12,2014-6-7
6,Pumpkin, 1, 20,2014-6-7
7,Bean, 1, 74,2014-6-7
8,ClusterBeans, 1, 14,2014-6-7
9,Red Chillies, 1, 30,2014-6-7
10,Onion, 1, 24,2014-6-7
11,Pallari, 1, 22,2014-6-7
12,Ginger, 1, 130,2014-6-7
13,Potato, 1, 30,2014-6-7
14,Radish, 1, 16,2014-6-7
15,Mango, 1, 12,2014-6-7
16,Cabbage, 1, 24,2014-6-7
17,Carrot, 1, 40,2014-6-7
18,Beetroot, 1, 30,2014-6-7
19,Soybeans, 1, 120,2014-6-7
20,Drumstickbeans, 1, 54,2014-6-7
21,butterbeans, 1, –,2014-6-7
22,Banana nut, 1 piece, 04,2014-6-7
23,Banana stem, 1, 8,2014-6-7
24,BananaFlower, 1, 6,2014-6-7
25,Curry leaves, 1, 40,2014-6-7
26,Coriander leaves, 1, 40,2014-6-7
27,Mint, 1, 30,2014-6-7
28,GreensLeaves, 1, 10,2014-6-7
29,Garlic, 1, 60-140,2014-6-7
30,ButtonMushrooms, 1, 180,2014-6-7
31,Papaya, 1, 22,2014-6-7
32,SavSav, 1, 40,2014-6-7
