,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 36,2014-8-6
1,Tomotto ottu, 1, 44,2014-8-6
2,Ladys Finger, 1, 20,2014-8-6
3,Snake Guard, 1, 26,2014-8-6
4,Bitter Gourd, 1, 34,2014-8-6
5,Bottle gourd, 1, 18,2014-8-6
6,Pumpkin, 1, 20,2014-8-6
7,Bean, 1, 36,2014-8-6
8,Cluster Beans, 1, 24,2014-8-6
9,Red Chilies, 1, 46,2014-8-6
10,Onion, 1, 40,2014-8-6
11,Pallari, 1, 36,2014-8-6
12,Ginger, 1, 130,2014-8-6
13,Potato, 1, 34,2014-8-6
14,Radish, 1, 25,2014-8-6
15,Mango, 1, 30,2014-8-6
16,Cabbage, 1, 26,2014-8-6
17,Carrot, 1, 50,2014-8-6
18,Beetroot, 1, 46,2014-8-6
19,Soybeans, 1, 70,2014-8-6
20,Drumstick beans, 1, 54,2014-8-6
21,butter beans, 1, –,2014-8-6
22,Banana nut, 1 piece, 4,2014-8-6
23,Banana stem, 1, 10,2014-8-6
24,Banana Flower, 1, 10,2014-8-6
25,Curry leaves, 1, 20,2014-8-6
26,Coriander leaves, 1, 25,2014-8-6
27,Mint, 1, 30,2014-8-6
28,Greens Leaves, 1, 12,2014-8-6
29,Garlic, 1, 100-130,2014-8-6
30,Button Mushrooms, 1, 198,2014-8-6
31,Papaya, 1, 26,2014-8-6
32,SavSav, 1, 30,2014-8-6
