,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-5-23
1,1,Tomotto ottu, 1, 16,2014-5-23
2,2,LadyFinger, 1, 24,2014-5-23
3,3,SnakeGuard, 1, 22,2014-5-23
4,4,BitterGourd, 1, 34,2014-5-23
5,5,Bottlegourd, 1, 14,2014-5-23
6,6,Pumpkin, 1, 16,2014-5-23
7,7,Bean, 1, 60,2014-5-23
8,8,ClusterBeans, 1, 14,2014-5-23
9,9,Red Chillies, 1, 40,2014-5-23
10,10,Onion, 1, 24,2014-5-23
11,11,Pallari, 1, 20,2014-5-23
12,12,Ginger, 1, 130,2014-5-23
13,13,Potato, 1, 28,2014-5-23
14,14,Radish, 1, 14,2014-5-23
15,15,Mango, 1, 16,2014-5-23
16,16,Cabbage, 1, 18,2014-5-23
17,17,Carrot, 1, 32,2014-5-23
18,18,Beetroot, 1, 26,2014-5-23
19,19,Soybeans, 1, 110,2014-5-23
20,20,Drumstickbeans, 1, 50,2014-5-23
21,21,butterbeans, 1, –,2014-5-23
22,22,Banana nut, 1 piece, 04,2014-5-23
23,23,Banana stem, 1, 08,2014-5-23
24,24,BananaFlower, 1, 06,2014-5-23
25,25,Curry leaves, 1, 40,2014-5-23
26,26,Coriander leaves, 1, 30,2014-5-23
27,27,Mint, 1, 25,2014-5-23
28,28,GreensLeaves, 1, 10,2014-5-23
29,29,Garlic, 1, 60-140,2014-5-23
30,30,ButtonMushrooms, 1, 180,2014-5-23
31,31,Papaya, 1, 20,2014-5-23
32,32,SavSav, 1, 32,2014-5-23
