,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-9-14
1,1,Tomotto ottu, 1, 22,2014-9-14
2,2,Ladys Finger, 1, 12,2014-9-14
3,3,Snake Guard, 1, 16,2014-9-14
4,4,Bitter Gourd, 1, 32,2014-9-14
5,5,Bottle gourd, 1, 8,2014-9-14
6,6,Pumpkin, 1, 18,2014-9-14
7,7,Bean, 1, 32,2014-9-14
8,8,Cluster Beans, 1, 18,2014-9-14
9,9,Red Chilies, 1, 30,2014-9-14
10,10,Onion, 1, 30,2014-9-14
11,11,Pallari, 1, 26,2014-9-14
12,12,Ginger, 1, 70,2014-9-14
13,13,Potato, 1, 40,2014-9-14
14,14,Radish, 1, 14,2014-9-14
15,15,Mango, 1, –,2014-9-14
16,16,Cabbage, 1, 18,2014-9-14
17,17,Carrot, 1, 44,2014-9-14
18,18,Beetroot, 1, 20,2014-9-14
19,19,Soybeans, 1, 90,2014-9-14
20,20,Drumstick beans, 1, 45,2014-9-14
21,21,butter beans, 1, –,2014-9-14
22,22,Banana nut, 1 piece, 3,2014-9-14
23,23,Banana stem, 1, 7,2014-9-14
24,24,Banana Flower, 1, 10,2014-9-14
25,25,Curry leaves, 1, 10,2014-9-14
26,26,Coriander leaves, 1, 30,2014-9-14
27,27,Mint, 1, 35,2014-9-14
28,28,Greens Leaves, 1, 10,2014-9-14
29,29,Garlic, 1, 100-160,2014-9-14
30,30,Button Mushrooms, 1, 198,2014-9-14
31,31,Papaya, 1, 20,2014-9-14
32,32,SavSav, 1, 26,2014-9-14
