,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 40,2014-10-11
1,1,Tomotto ottu, 1, 10,2014-10-11
2,2,Ladys Finger, 1, 20,2014-10-11
3,3,Snake Guard, 1, 16,2014-10-11
4,4,Bitter Gourd, 1, 30,2014-10-11
5,5,Bottle gourd, 1, 8,2014-10-11
6,6,Pumpkin, 1, 14,2014-10-11
7,7,Bean, 1, 36,2014-10-11
8,8,Cluster Beans, 1, 16,2014-10-11
9,9,Red Chilies, 1, 40,2014-10-11
10,10,Onion, 1, 24,2014-10-11
11,11,Pallari, 1, 20,2014-10-11
12,12,Ginger, 1, –,2014-10-11
13,13,Potato, 1, 44,2014-10-11
14,14,Radish, 1, 20,2014-10-11
15,15,Mango, 1, –,2014-10-11
16,16,Cabbage, 1, 14,2014-10-11
17,17,Carrot, 1, 32,2014-10-11
18,18,Beetroot, 1, 24,2014-10-11
19,19,Soybeans, 1, 70,2014-10-11
20,20,Drumstick beans, 1, 36,2014-10-11
21,21,butter beans, 1, –,2014-10-11
22,22,Banana nut, 1 piece, 4,2014-10-11
23,23,Banana stem, 1, 8,2014-10-11
24,24,Banana Flower, 1, 6,2014-10-11
25,25,Curry leaves, 1, 20,2014-10-11
26,26,Coriander leaves, 1, 30,2014-10-11
27,27,Mint, 1, 35,2014-10-11
28,28,Greens Leaves, 1, 10,2014-10-11
29,29,Garlic, 1, 100-170,2014-10-11
30,30,Button Mushrooms, 1, 180,2014-10-11
31,31,Papaya, 1, 24,2014-10-11
32,32,SavSav, 1, 20,2014-10-11
