,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 60,2014-7-30
1,Tomotto ottu, 1, 18,2014-7-30
2,LadyFinger, 1, 34,2014-7-30
3,SnakeGuard, 1, 24,2014-7-30
4,BitterGourd, 1, 40,2014-7-30
5,Bottlegourd, 1, 14,2014-7-30
6,Pumpkin, 1, 16,2014-7-30
7,Bean, 1, 50,2014-7-30
8,ClusterBeans, 1, 24,2014-7-30
9,Red Chillies, 1, 50,2014-7-30
10,Onion, 1, 24,2014-7-30
11,Pallari, 1, 30,2014-7-30
12,Ginger, 1, 120,2014-7-30
13,Potato, 1, 36,2014-7-30
14,Radish, 1, 24,2014-7-30
15,Mango, 1, 16,2014-7-30
16,Cabbage, 1, 28,2014-7-30
17,Carrot, 1, 46,2014-7-30
18,Beetroot, 1, 36,2014-7-30
19,Soybeans, 1, 100,2014-7-30
20,Drumstickbeans, 1, 74,2014-7-30
21,butterbeans, 1, –,2014-7-30
22,Banana nut, 1 piece, 4,2014-7-30
23,Banana stem, 1, 8,2014-7-30
24,BananaFlower, 1, 6,2014-7-30
25,Curry leaves, 1, 20,2014-7-30
26,Coriander leaves, 1, 80,2014-7-30
27,Mint, 1, 25,2014-7-30
28,GreensLeaves, 1, 10,2014-7-30
29,Garlic, 1, 70-140,2014-7-30
30,ButtonMushrooms, 1, 180,2014-7-30
31,Papaya, 1, 20,2014-7-30
32,SavSav, 1, 40,2014-7-30
