,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 36,2014-8-20
1,Tomotto ottu, 1, 38,2014-8-20
2,Ladys Finger, 1, 24,2014-8-20
3,Snake Guard, 1, 26,2014-8-20
4,Bitter Gourd, 1, 40,2014-8-20
5,Bottle gourd, 1, 16,2014-8-20
6,Pumpkin, 1, 20,2014-8-20
7,Bean, 1, 38,2014-8-20
8,Cluster Beans, 1, 24,2014-8-20
9,Red Chilies, 1, 50,2014-8-20
10,Onion, 1, 34,2014-8-20
11,Pallari, 1, 36,2014-8-20
12,Ginger, 1, 70,2014-8-20
13,Potato, 1, 34,2014-8-20
14,Radish, 1, 26,2014-8-20
15,Mango, 1, 30,2014-8-20
16,Cabbage, 1, 24,2014-8-20
17,Carrot, 1, 48,2014-8-20
18,Beetroot, 1, 54,2014-8-20
19,Soybeans, 1, 70,2014-8-20
20,Drumstick beans, 1, 56,2014-8-20
21,butter beans, 1, –,2014-8-20
22,Banana nut, 1 piece, 4,2014-8-20
23,Banana stem, 1, 10,2014-8-20
24,Banana Flower, 1, 12,2014-8-20
25,Curry leaves, 1, 20,2014-8-20
26,Coriander leaves, 1, 15,2014-8-20
27,Mint, 1, 20,2014-8-20
28,Greens Leaves, 1, 12,2014-8-20
29,Garlic, 1, 120-140,2014-8-20
30,Button Mushrooms, 1, 196,2014-8-20
31,Papaya, 1, 26,2014-8-20
32,SavSav, 1, 30,2014-8-20
