,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 16,2014-6-4
1,Tomotto ottu, 1, 14,2014-6-4
2,LadyFinger, 1, 20,2014-6-4
3,SnakeGuard, 1, 24,2014-6-4
4,BitterGourd, 1, 32,2014-6-4
5,Bottlegourd, 1, 10,2014-6-4
6,Pumpkin, 1, 14,2014-6-4
7,Bean, 1, 64,2014-6-4
8,ClusterBeans, 1, 20,2014-6-4
9,Red Chillies, 1, 30,2014-6-4
10,Onion, 1, 24,2014-6-4
11,Pallari, 1, 22,2014-6-4
12,Ginger, 1, 120,2014-6-4
13,Potato, 1, 26,2014-6-4
14,Radish, 1, 18,2014-6-4
15,Mango, 1, 16,2014-6-4
16,Cabbage, 1, 18,2014-6-4
17,Carrot, 1, 32,2014-6-4
18,Beetroot, 1, 24,2014-6-4
19,Soybeans, 1, 120,2014-6-4
20,Drumstickbeans, 1, 56,2014-6-4
21,butterbeans, 1, –,2014-6-4
22,Banana nut, 1 piece, 04,2014-6-4
23,Banana stem, 1, 8,2014-6-4
24,BananaFlower, 1, 8,2014-6-4
25,Curry leaves, 1, 30,2014-6-4
26,Coriander leaves, 1, 40,2014-6-4
27,Mint, 1, 30,2014-6-4
28,GreensLeaves, 1, 10,2014-6-4
29,Garlic, 1, 100-120,2014-6-4
30,ButtonMushrooms, 1, 190,2014-6-4
31,Papaya, 1, 20,2014-6-4
32,SavSav, 1, 38,2014-6-4
