,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-5-13
1,1,Tomotto ottu, 1, 16,2014-5-13
2,2,LadyFinger, 1, 26,2014-5-13
3,3,SnakeGuard, 1, 34,2014-5-13
4,4,BitterGourd, 1, 36,2014-5-13
5,5,Bottlegourd, 1, 14,2014-5-13
6,6,Pumpkin, 1, 16,2014-5-13
7,7,Bean, 1, 60,2014-5-13
8,8,ClusterBeans, 1, 20,2014-5-13
9,9,Red Chillies, 1, 70,2014-5-13
10,10,Onion, 1, 24,2014-5-13
11,11,Pallari, 1, 20,2014-5-13
12,12,Ginger, 1, 130,2014-5-13
13,13,Potato, 1, 32,2014-5-13
14,14,Radish, 1, 18,2014-5-13
15,15,Mango, 1, 16,2014-5-13
16,16,Cabbage, 1, 18,2014-5-13
17,17,Carrot, 1, 34,2014-5-13
18,18,Beetroot, 1, 30,2014-5-13
19,19,Soybeans, 1, 110,2014-5-13
20,20,Drumstickbeans, 1, 38,2014-5-13
21,21,butterbeans, 1, –,2014-5-13
22,22,Banana nut, 1 piece, 04,2014-5-13
23,23,Banana stem, 1, 10,2014-5-13
24,24,BananaFlower, 1, 10,2014-5-13
25,25,Curry leaves, 1, 40,2014-5-13
26,26,Coriander leaves, 1, 35,2014-5-13
27,27,Mint, 1, 30,2014-5-13
28,28,GreensLeaves, 1, 10,2014-5-13
29,29,Garlic, 1, 100-120,2014-5-13
30,30,ButtonMushrooms, 1, 188,2014-5-13
31,31,Papaya, 1, 24,2014-5-13
32,32,SavSav, 1, 36,2014-5-13
