,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 48,2014-10-29
1,1,Tomotto ottu, 1, 14,2014-10-29
2,2,Ladys Finger, 1, 18,2014-10-29
3,3,Snake Guard, 1, 18,2014-10-29
4,4,Bitter Gourd, 1, 20,2014-10-29
5,5,Bottle gourd, 1, 8,2014-10-29
6,6,Pumpkin, 1, 16,2014-10-29
7,7,Bean, 1, 48,2014-10-29
8,8,Cluster Beans, 1, 18,2014-10-29
9,9,Red Chilies, 1, 40,2014-10-29
10,10,Onion, 1, 36,2014-10-29
11,11,Pallari, 1, 24,2014-10-29
12,12,Ginger, 1, –,2014-10-29
13,13,Potato, 1, 40,2014-10-29
14,14,Radish, 1, 20,2014-10-29
15,15,Mango, 1, –,2014-10-29
16,16,Cabbage, 1, 18,2014-10-29
17,17,Carrot, 1, 38,2014-10-29
18,18,Beetroot, 1, 30,2014-10-29
19,19,Soybeans, 1, 60,2014-10-29
20,20,Drumstick beans, 1, 38,2014-10-29
21,21,butter beans, 1, –,2014-10-29
22,22,Banana nut, 1 piece, 4,2014-10-29
23,23,Banana stem, 1, 7,2014-10-29
24,24,Banana Flower, 1, 10,2014-10-29
25,25,Curry leaves, 1, 15,2014-10-29
26,26,Coriander leaves, 1, 50,2014-10-29
27,27,Mint, 1, 30,2014-10-29
28,28,Greens Leaves, 1, 10,2014-10-29
29,29,Garlic, 1, 140-150,2014-10-29
30,30,Button Mushrooms, 1, 190,2014-10-29
31,31,Papaya, 1, 20,2014-10-29
32,32,SavSav, 1, 20,2014-10-29
