,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 30,2014-12-27
1,1,Tomotto ottu, 1, 14,2014-12-27
2,2,Ladys Finger, 1, 26,2014-12-27
3,3,Snake Guard, 1, 16,2014-12-27
4,4,Bitter Gourd, 1, 26,2014-12-27
5,5,Bottle gourd, 1, 10,2014-12-27
6,6,Pumpkin, 1, 16,2014-12-27
7,7,Bean, 1, 20,2014-12-27
8,8,Cluster Beans, 1, 16,2014-12-27
9,9,Red Chilies, 1, 40,2014-12-27
10,10,Onion, 1, 30,2014-12-27
11,11,Pallari, 1, 30,2014-12-27
12,12,Ginger, 1, –,2014-12-27
13,13,Potato, 1, 30,2014-12-27
14,14,Radish, 1, 16,2014-12-27
15,15,Mango, 1, –,2014-12-27
16,16,Cabbage, 1, 24,2014-12-27
17,17,Carrot, 1, 26,2014-12-27
18,18,Beetroot, 1, 30,2014-12-27
19,19,Soybeans, 1, 80,2014-12-27
20,20,Drumstick beans, 1, 36,2014-12-27
21,21,butter beans, 1, –,2014-12-27
22,22,Banana nut, 1 piece, 4,2014-12-27
23,23,Banana stem, 1, 10,2014-12-27
24,24,Banana Flower, 1, 6,2014-12-27
25,25,Curry leaves, 1, 25,2014-12-27
26,26,Coriander leaves, 1, 20,2014-12-27
27,27,Mint, 1, 25,2014-12-27
28,28,Greens Leaves, 1, 10,2014-12-27
29,29,Garlic, 1, 80-160,2014-12-27
30,30,Button Mushrooms, 1, 180,2014-12-27
31,31,Papaya, 1, 20,2014-12-27
32,32,SavSav, 1, 26,2014-12-27
33,33,Sapotta, 1, 20,2014-12-27
