,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 34,2014-7-28
1,1,Tomotto ottu, 1, 42,2014-7-28
2,2,Ladys Finger, 1, 30,2014-7-28
3,3,Snake Guard, 1, 24,2014-7-28
4,4,Bitter Gourd, 1, 46,2014-7-28
5,5,Bottle gourd, 1, 14,2014-7-28
6,6,Pumpkin, 1, 20,2014-7-28
7,7,Bean, 1, 70,2014-7-28
8,8,Cluster Beans, 1, 22,2014-7-28
9,9,Red Chilies, 1, 70,2014-7-28
10,10,Onion, 1, 32,2014-7-28
11,11,Pallari, 1, 34,2014-7-28
12,12,Ginger, 1, 140,2014-7-28
13,13,Potato, 1, 38,2014-7-28
14,14,Radish, 1, 24,2014-7-28
15,15,Mango, 1, 20,2014-7-28
16,16,Cabbage, 1, 24,2014-7-28
17,17,Carrot, 1, 50,2014-7-28
18,18,Beetroot, 1, 46,2014-7-28
19,19,Soybeans, 1, 80,2014-7-28
20,20,Drumstick beans, 1, 50,2014-7-28
21,21,butter beans, 1, –,2014-7-28
22,22,Banana nut, 1 piece, 4,2014-7-28
23,23,Banana stem, 1, 8,2014-7-28
24,24,Banana Flower, 1, 6,2014-7-28
25,25,Curry leaves, 1, 20,2014-7-28
26,26,Coriander leaves, 1, 25,2014-7-28
27,27,Mint, 1, 25,2014-7-28
28,28,Greens Leaves, 1, 10,2014-7-28
29,29,Garlic, 1, 70-180,2014-7-28
30,30,Button Mushrooms, 1, 180,2014-7-28
31,31,Papaya, 1, 20,2014-7-28
32,32,SavSav, 1, 30,2014-7-28
