,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 34,2014-7-29
1,1,Tomotto ottu, 1, 46,2014-7-29
2,2,Ladys Finger, 1, 30,2014-7-29
3,3,Snake Guard, 1, 28,2014-7-29
4,4,Bitter Gourd, 1, 44,2014-7-29
5,5,Bottle gourd, 1, 16,2014-7-29
6,6,Pumpkin, 1, 20,2014-7-29
7,7,Bean, 1, 60,2014-7-29
8,8,Cluster Beans, 1, 28,2014-7-29
9,9,Red Chilies, 1, 46,2014-7-29
10,10,Onion, 1, 36,2014-7-29
11,11,Pallari, 1, 36,2014-7-29
12,12,Ginger, 1, 100,2014-7-29
13,13,Potato, 1, 34,2014-7-29
14,14,Radish, 1, 24,2014-7-29
15,15,Mango, 1, 20,2014-7-29
16,16,Cabbage, 1, 26,2014-7-29
17,17,Carrot, 1, 50,2014-7-29
18,18,Beetroot, 1, 50,2014-7-29
19,19,Soybeans, 1, 70,2014-7-29
20,20,Drumstick beans, 1, 58,2014-7-29
21,21,butter beans, 1, –,2014-7-29
22,22,Banana nut, 1 piece, 4,2014-7-29
23,23,Banana stem, 1, 10,2014-7-29
24,24,Banana Flower, 1, 10,2014-7-29
25,25,Curry leaves, 1, 20,2014-7-29
26,26,Coriander leaves, 1, 30,2014-7-29
27,27,Mint, 1, 25,2014-7-29
28,28,Greens Leaves, 1, 10,2014-7-29
29,29,Garlic, 1, 70-130,2014-7-29
30,30,Button Mushrooms, 1, 196,2014-7-29
31,31,Papaya, 1, 20,2014-7-29
32,32,SavSav, 1, 30,2014-7-29
