,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 54,2014-6-24
1,1,Tomotto ottu, 1, 12,2014-6-24
2,2,LadyFinger, 1, 30,2014-6-24
3,3,SnakeGuard, 1, 26,2014-6-24
4,4,BitterGourd, 1, 44,2014-6-24
5,5,Bottlegourd, 1, 12,2014-6-24
6,6,Pumpkin, 1, 18,2014-6-24
7,7,Bean, 1, 70,2014-6-24
8,8,ClusterBeans, 1, 20,2014-6-24
9,9,Red Chillies, 1, 34,2014-6-24
10,10,Onion, 1, 22,2014-6-24
11,11,Pallari, 1, 24,2014-6-24
12,12,Ginger, 1, 120,2014-6-24
13,13,Potato, 1, 28,2014-6-24
14,14,Radish, 1, 24,2014-6-24
15,15,Mango, 1, 12,2014-6-24
16,16,Cabbage, 1, 24,2014-6-24
17,17,Carrot, 1, 40,2014-6-24
18,18,Beetroot, 1, 34,2014-6-24
19,19,Soybeans, 1, 110,2014-6-24
20,20,Drumstickbeans, 1, 60,2014-6-24
21,21,butterbeans, 1, –,2014-6-24
22,22,Banana nut, 1 piece, 4,2014-6-24
23,23,Banana stem, 1, 10,2014-6-24
24,24,BananaFlower, 1, 10,2014-6-24
25,25,Curry leaves, 1, 25,2014-6-24
26,26,Coriander leaves, 1, 60,2014-6-24
27,27,Mint, 1, 35,2014-6-24
28,28,GreensLeaves, 1, 10,2014-6-24
29,29,Garlic, 1, 100-120,2014-6-24
30,30,ButtonMushrooms, 1, 196,2014-6-24
31,31,Papaya, 1, 20,2014-6-24
32,32,SavSav, 1, 36,2014-6-24
