,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 16,2014-6-10
1,Tomotto ottu, 1, 18,2014-6-10
2,LadyFinger, 1, 24,2014-6-10
3,SnakeGuard, 1, 20,2014-6-10
4,BitterGourd, 1, 36,2014-6-10
5,Bottlegourd, 1, 12,2014-6-10
6,Pumpkin, 1, 20,2014-6-10
7,Bean, 1, 66,2014-6-10
8,ClusterBeans, 1, 14,2014-6-10
9,Red Chillies, 1, 36,2014-6-10
10,Onion, 1, 24,2014-6-10
11,Pallari, 1, 20,2014-6-10
12,Ginger, 1, 130,2014-6-10
13,Potato, 1, 32,2014-6-10
14,Radish, 1, 20,2014-6-10
15,Mango, 1, 14,2014-6-10
16,Cabbage, 1, 20,2014-6-10
17,Carrot, 1, 36,2014-6-10
18,Beetroot, 1, 26,2014-6-10
19,Soybeans, 1, 110,2014-6-10
20,Drumstickbeans, 1, 56,2014-6-10
21,butterbeans, 1, –,2014-6-10
22,Banana nut, 1 piece, 03,2014-6-10
23,Banana stem, 1, 8,2014-6-10
24,BananaFlower, 1, 6,2014-6-10
25,Curry leaves, 1, 35,2014-6-10
26,Coriander leaves, 1, 30,2014-6-10
27,Mint, 1, 20,2014-6-10
28,GreensLeaves, 1, 8,2014-6-10
29,Garlic, 1, 70-140,2014-6-10
30,ButtonMushrooms, 1, 180,2014-6-10
31,Papaya, 1, 20,2014-6-10
32,SavSav, 1, 36,2014-6-10
