,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 54,2014-7-7
1,Tomotto ottu, 1, 30,2014-7-7
2,LadyFinger, 1, 38,2014-7-7
3,SnakeGuard, 1, 26,2014-7-7
4,BitterGourd, 1, 44,2014-7-7
5,Bottlegourd, 1, 14,2014-7-7
6,Pumpkin, 1, 18,2014-7-7
7,Bean, 1, 60,2014-7-7
8,ClusterBeans, 1, 26,2014-7-7
9,Red Chillies, 1, 50,2014-7-7
10,Onion, 1, 24,2014-7-7
11,Pallari, 1, 32,2014-7-7
12,Ginger, 1, 130,2014-7-7
13,Potato, 1, 36,2014-7-7
14,Radish, 1, 30,2014-7-7
15,Mango, 1, 16,2014-7-7
16,Cabbage, 1, 28,2014-7-7
17,Carrot, 1, 50,2014-7-7
18,Beetroot, 1, 48,2014-7-7
19,Soybeans, 1, 100,2014-7-7
20,Drumstickbeans, 1, 58,2014-7-7
21,butterbeans, 1, –,2014-7-7
22,Banana nut, 1 piece, 4,2014-7-7
23,Banana stem, 1, 8,2014-7-7
24,BananaFlower, 1, 8,2014-7-7
25,Curry leaves, 1, 20,2014-7-7
26,Coriander leaves, 1, 60,2014-7-7
27,Mint, 1, 30,2014-7-7
28,GreensLeaves, 1, 12,2014-7-7
29,Garlic, 1, 120-140,2014-7-7
30,ButtonMushrooms, 1, 196,2014-7-7
31,Papaya, 1, 24,2014-7-7
32,SavSav, 1, 40,2014-7-7
