,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 18,2014-5-30
1,1,Tomotto ottu, 1, 14,2014-5-30
2,2,LadyFinger, 1, 16,2014-5-30
3,3,SnakeGuard, 1, 14,2014-5-30
4,4,BitterGourd, 1, 30,2014-5-30
5,5,Bottlegourd, 1, 12,2014-5-30
6,6,Pumpkin, 1, 20,2014-5-30
7,7,Bean, 1, 60,2014-5-30
8,8,ClusterBeans, 1, 14,2014-5-30
9,9,Red Chillies, 1, 34,2014-5-30
10,10,Onion, 1, 24,2014-5-30
11,11,Pallari, 1, 20,2014-5-30
12,12,Ginger, 1, 130,2014-5-30
13,13,Potato, 1, 28,2014-5-30
14,14,Radish, 1, 14,2014-5-30
15,15,Mango, 1, 12,2014-5-30
16,16,Cabbage, 1, 16,2014-5-30
17,17,Carrot, 1, 30,2014-5-30
18,18,Beetroot, 1, 26,2014-5-30
19,19,Soybeans, 1, 120,2014-5-30
20,20,Drumstickbeans, 1, 54,2014-5-30
21,21,butterbeans, 1, –,2014-5-30
22,22,Banana nut, 1 piece, 03,2014-5-30
23,23,Banana stem, 1, 8,2014-5-30
24,24,BananaFlower, 1, 6,2014-5-30
25,25,Curry leaves, 1, 35,2014-5-30
26,26,Coriander leaves, 1, 30,2014-5-30
27,27,Mint, 1, 25,2014-5-30
28,28,GreensLeaves, 1, 10,2014-5-30
29,29,Garlic, 1, 60-140,2014-5-30
30,30,ButtonMushrooms, 1, 180,2014-5-30
31,31,Papaya, 1, 20,2014-5-30
32,32,SavSav, 1, 36,2014-5-30
