,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 24,2014-4-29
1,1,Tomotto ottu, 1, 14,2014-4-29
2,2,LadyFinger, 1, 24,2014-4-29
3,3,SnakeGuard, 1, 32,2014-4-29
4,4,BitterGourd, 1, 36,2014-4-29
5,5,Bottlegourd, 1, 12,2014-4-29
6,6,Pumpkin, 1, 16,2014-4-29
7,7,Bean, 1, 44,2014-4-29
8,8,ClusterBeans, 1, 24,2014-4-29
9,9,Red Chillies, 1, 64,2014-4-29
10,10,Onion, 1, 22,2014-4-29
11,11,Pallari, 1, 18,2014-4-29
12,12,Ginger, 1, 130,2014-4-29
13,13,Potato, 1, 30,2014-4-29
14,14,Radish, 1, 14,2014-4-29
15,15,Mango, 1, 24,2014-4-29
16,16,Cabbage, 1, 12,2014-4-29
17,17,Carrot, 1, 28,2014-4-29
18,18,Beetroot, 1, 24,2014-4-29
19,19,Soybeans, 1, 96,2014-4-29
20,20,Drumstickbeans, 1, 54,2014-4-29
21,21,butterbeans, 1, –,2014-4-29
22,22,Banana nut, 1 piece, 03,2014-4-29
23,23,Banana stem, 1, 08,2014-4-29
24,24,BananaFlower, 1, 08,2014-4-29
25,25,Curry leaves, 1, 40,2014-4-29
26,26,Coriander leaves, 1, 35,2014-4-29
27,27,Mint, 1, 30,2014-4-29
28,28,GreensLeaves, 1, 8,2014-4-29
29,29,Garlic, 1, 100-120,2014-4-29
30,30,ButtonMushrooms, 1, 190,2014-4-29
31,31,Papaya, 1, 24,2014-4-29
32,32,SavSav, 1, 32,2014-4-29
