,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 54,2014-7-6
1,Tomotto ottu, 1, 28,2014-7-6
2,LadyFinger, 1, 36,2014-7-6
3,SnakeGuard, 1, 28,2014-7-6
4,BitterGourd, 1, 44,2014-7-6
5,Bottlegourd, 1, 16,2014-7-6
6,Pumpkin, 1, 20,2014-7-6
7,Bean, 1, 64,2014-7-6
8,ClusterBeans, 1, 26,2014-7-6
9,Red Chillies, 1, 50,2014-7-6
10,Onion, 1, 24,2014-7-6
11,Pallari, 1, 30,2014-7-6
12,Ginger, 1, 120,2014-7-6
13,Potato, 1, 36,2014-7-6
14,Radish, 1, 30,2014-7-6
15,Mango, 1, 16,2014-7-6
16,Cabbage, 1, 26,2014-7-6
17,Carrot, 1, 48,2014-7-6
18,Beetroot, 1, 46,2014-7-6
19,Soybeans, 1, 100,2014-7-6
20,Drumstickbeans, 1, 26,2014-7-6
21,butterbeans, 1, –,2014-7-6
22,Banana nut, 1 piece, 4,2014-7-6
23,Banana stem, 1, 8,2014-7-6
24,BananaFlower, 1, 8,2014-7-6
25,Curry leaves, 1, 20,2014-7-6
26,Coriander leaves, 1, 50,2014-7-6
27,Mint, 1, 25,2014-7-6
28,GreensLeaves, 1, 14,2014-7-6
29,Garlic, 1, 120-140,2014-7-6
30,ButtonMushrooms, 1, 196,2014-7-6
31,Papaya, 1, 20,2014-7-6
32,SavSav, 1, 40,2014-7-6
