,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 28,2014-4-28
1,1,Tomotto ottu, 1, 16,2014-4-28
2,2,LadyFinger, 1, 24,2014-4-28
3,3,SnakeGuard, 1, 22,2014-4-28
4,4,BitterGourd, 1, 34,2014-4-28
5,5,Bottlegourd, 1, 12,2014-4-28
6,6,Pumpkin, 1, 16,2014-4-28
7,7,Bean, 1, 44,2014-4-28
8,8,ClusterBeans, 1, 26,2014-4-28
9,9,Red Chillies, 1, 70,2014-4-28
10,10,Onion, 1, 24,2014-4-28
11,11,Pallari, 1, 18,2014-4-28
12,12,Ginger, 1, 140,2014-4-28
13,13,Potato, 1, 28,2014-4-28
14,14,Radish, 1, 16,2014-4-28
15,15,Mango, 1, 22,2014-4-28
16,16,Cabbage, 1, 14,2014-4-28
17,17,Carrot, 1, 28,2014-4-28
18,18,Beetroot, 1, 24,2014-4-28
19,19,Soybeans, 1, 100,2014-4-28
20,20,Drumstickbeans, 1, 54,2014-4-28
21,21,butterbeans, 1, –,2014-4-28
22,22,Banana nut, 1 piece, 04,2014-4-28
23,23,Banana stem, 1, 08,2014-4-28
24,24,BananaFlower, 1, 06,2014-4-28
25,25,Curry leaves, 1, 40,2014-4-28
26,26,Coriander leaves, 1, 35,2014-4-28
27,27,Mint, 1, 30,2014-4-28
28,28,GreensLeaves, 1, 10,2014-4-28
29,29,Garlic, 1, 100-120,2014-4-28
30,30,ButtonMushrooms, 1, 180,2014-4-28
31,31,Papaya, 1, 22,2014-4-28
32,32,SavSav, 1, 30,2014-4-28
