,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 44,2014-9-10
1,1,Tomotto ottu, 1, 20,2014-9-10
2,2,Ladys Finger, 1, 14,2014-9-10
3,3,Snake Guard, 1, 16,2014-9-10
4,4,Bitter Gourd, 1, 34,2014-9-10
5,5,Bottle gourd, 1, 12,2014-9-10
6,6,Pumpkin, 1, 16,2014-9-10
7,7,Bean, 1, 44,2014-9-10
8,8,Cluster Beans, 1, 18,2014-9-10
9,9,Red Chilies, 1, 30,2014-9-10
10,10,Onion, 1, 30,2014-9-10
11,11,Pallari, 1, 28,2014-9-10
12,12,Ginger, 1, 120,2014-9-10
13,13,Potato, 1, 44,2014-9-10
14,14,Radish, 1, 14,2014-9-10
15,15,Mango, 1, –,2014-9-10
16,16,Cabbage, 1, 16,2014-9-10
17,17,Carrot, 1, 44,2014-9-10
18,18,Beetroot, 1, 26,2014-9-10
19,19,Soybeans, 1, 90,2014-9-10
20,20,Drumstick beans, 1, 46,2014-9-10
21,21,butter beans, 1, –,2014-9-10
22,22,Banana nut, 1 piece, 3,2014-9-10
23,23,Banana stem, 1, 8,2014-9-10
24,24,Banana Flower, 1, 8,2014-9-10
25,25,Curry leaves, 1, 10,2014-9-10
26,26,Coriander leaves, 1, 20,2014-9-10
27,27,Mint, 1, 30,2014-9-10
28,28,Greens Leaves, 1, 10,2014-9-10
29,29,Garlic, 1, 100-130,2014-9-10
30,30,Button Mushrooms, 1, 194,2014-9-10
31,31,Papaya, 1, 20,2014-9-10
32,32,SavSav, 1, 26,2014-9-10
