,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 40,2014-2-11
1,Tomotto ottu, 1, 22,2014-2-11
2,Ladys Finger, 1, 30,2014-2-11
3,Snake Guard, 1, 22,2014-2-11
4,Bitter Gourd, 1, 34,2014-2-11
5,Bottle gourd, 1, 10,2014-2-11
6,Pumpkin, 1, 20,2014-2-11
7,Bean, 1, 36,2014-2-11
8,Cluster Beans, 1, 20,2014-2-11
9,Red Chilies, 1, 36,2014-2-11
10,Onion, 1, 30,2014-2-11
11,Pallari, 1, 28,2014-2-11
12,Ginger, 1, –,2014-2-11
13,Potato, 1, 36,2014-2-11
14,Radish, 1, 30,2014-2-11
15,Mango, 1, –,2014-2-11
16,Cabbage, 1, 24,2014-2-11
17,Carrot, 1, 32,2014-2-11
18,Beetroot, 1, 40,2014-2-11
19,Soybeans, 1, 80,2014-2-11
20,Drumstick beans, 1, 40,2014-2-11
21,butter beans, 1, –,2014-2-11
22,Banana nut, 1 piece, 5,2014-2-11
23,Banana stem, 1, 10,2014-2-11
24,Banana Flower, 1, 8,2014-2-11
25,Curry leaves, 1, 20,2014-2-11
26,Coriander leaves, 1, 30,2014-2-11
27,Mint, 1, 30,2014-2-11
28,Greens Leaves, 1, 10,2014-2-11
29,Garlic, 1, 80-170,2014-2-11
30,Button Mushrooms, 1, 180,2014-2-11
31,Papaya, 1, 24,2014-2-11
32,SavSav, 1, 26,2014-2-11
